Source File Name:	7,2
Signal:	FFT - Vib Velocity - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ m/s ]	[ ° ]
10	10.45371	-26.51066
10.5	11.86268	-44.05571
11	14.29963	-59.01462
11.5	15.82415	-77.57068
12	18.55444	-87.18363
12.5	20.6072	-116.5092
13	24.07684	-125.7918
13.5	27.95583	-142.6028
14	29.62601	-163.7219
14.5	33.23829	177.61
15	37.69001	160.2071
15.5	41.50741	141.5961
16	45.38206	121.031
16.5	51.29	102.3805
17	57.19148	82.00282
17.5	64.22547	61.51656
18	72.94753	39.36664
18.5	83.47859	12.65469
19	89.35715	-9.874138
19.5	94.27479	-37.14956
20	96.1324	-65.31954
20.5	94.63992	-94.37018
21	85.40899	-123.1257
21.5	73.0444	-148.9819
22	64.36717	-171.6714
22.5	52.92237	171.7037
23	48.18914	152.4269
23.5	41.31121	137.464
24	37.19605	122.9437
24.5	34.37648	108.8037
25	31.89183	94.99105
25.5	30.63514	79.41446
26	29.00776	63.80328
26.5	28.09026	48.27168
27	26.80313	32.6103
27.5	25.76314	16.97979
28	24.67355	2.561469
28.5	23.86173	-13.1765
29	22.8198	-28.0577
29.5	22.22905	-42.91136
30	21.1959	-58.29085
30.5	20.81286	-72.55836
31	20.55839	-86.10373
31.5	19.97272	-99.97791
32	20.09552	-115.6025
32.5	19.79829	-130.681
33	19.64947	-145.8571
33.5	19.52413	-161.3146
34	19.36447	-177.1193
34.5	19.36443	167.5817
35	19.12445	151.6128
35.5	18.92245	136.4138
36	18.86829	120.4808
36.5	18.77859	104.2556
37	18.47092	87.95427
37.5	18.15042	71.15913
38	17.99556	55.45909
38.5	17.87262	38.94425
39	17.50451	22.23897
39.5	16.91531	5.423735
40	16.59023	-11.40353
40.5	16.01312	-27.85303
41	15.32994	-45.22422
41.5	14.60798	-60.99058
42	14.02239	-75.99843
42.5	13.44361	-92.14318
43	12.83829	-106.3656
43.5	12.39765	-120.8405
44	11.95825	-137.0715
44.5	11.51681	-150.9968
45	11.23768	-165.8748
45.5	10.89715	179.8498
46	10.55891	163.7028
46.5	10.18167	150.1677
47	9.781846	136.1005
47.5	9.485269	121.765
48	9.190077	107.2193
48.5	9.06415	94.49134
49	9.316259	76.71928
49.5	8.842323	66.36379
50	8.888712	51.50939
50.5	8.658914	37.86384
51	8.853695	21.68532
51.5	8.545749	6.437446
52	8.238553	-8.207648
52.5	8.585193	-22.99541
53	8.533206	-39.33347
53.5	7.956761	-53.11497
54	7.927391	-67.24214
54.5	7.687432	-85.21219
55	7.545685	-98.13453
55.5	7.355131	-114.7789
56	7.156155	-129.952
56.5	7.050387	-144.1001
57	6.774137	-157.6658
57.5	6.441593	-171.288
58	6.681316	174.0377
58.5	6.138104	160.2924
59	6.281137	145.9038
59.5	6.173924	132.0659
60	6.159283	118.7381
60.5	6.062256	103.985
61	6.134327	90.41921
61.5	6.165625	75.50642
62	5.895895	59.16138
62.5	5.779079	44.18425
63	5.891868	30.68253
63.5	5.785788	15.32207
64	5.698262	1.02221
64.5	5.697968	-14.95448
65	5.459714	-28.80516
65.5	5.195945	-43.04692
66	5.241897	-57.89288
66.5	5.064037	-70.96494
67	5.142519	-84.94164
67.5	5.01935	-99.64378
68	5.190072	-110.5443
68.5	5.029667	-127.6176
69	5.075599	-141.5912
69.5	5.160698	-156.7301
70	5.095495	-173.6478
70.5	4.933525	172.2571
71	5.108646	157.7822
71.5	5.092714	142.3608
72	4.914842	127.9217
72.5	4.68775	111.3904
73	4.685958	99.23437
73.5	4.573389	82.40537
74	4.420625	67.46397
74.5	4.576675	55.73047
75	4.497484	38.27241
75.5	4.247936	24.81866
76	4.297181	11.93433
76.5	4.037402	-5.536326
77	3.93956	-17.89075
77.5	3.90186	-32.1385
78	4.084476	-40.99365
78.5	4.276834	-59.61517
79	4.149232	-73.56068
79.5	4.203107	-88.87215
80	4.188494	-104.537
80.5	4.044976	-122.5172
81	3.940376	-138.4179
81.5	3.897384	-151.7473
82	3.77422	-167.2409
82.5	3.575335	177.1543
83	3.421013	166.0155
83.5	3.483055	149.7336
84	3.224669	132.5766
84.5	3.157845	122.8787
85	3.2362	107.0285
85.5	3.168835	91.39157
86	2.930602	81.28912
86.5	2.982176	69.24899
87	2.940746	55.56828
87.5	2.91746	39.40793
88	2.89233	26.9264
88.5	2.964739	12.60194
89	2.909845	-2.144733
89.5	2.989021	-15.97812
90	2.989155	-32.32563
90.5	2.793492	-47.64159
91	2.771548	-63.44263
91.5	2.705234	-81.21547
92	2.532548	-93.73668
92.5	2.683419	-107.6296
93	2.42969	-126.9795
93.5	2.228986	-134.9276
94	2.276006	-150.3167
94.5	1.917422	-165.4614
95	1.842696	-174.6793
95.5	1.877881	175.0983
96	1.953968	160.4639
96.5	1.958202	144.8091
97	1.778428	136.9604
97.5	1.896325	117.4244
98	1.600064	102.8655
98.5	1.560072	89.60783
99	1.386225	74.24182
99.5	1.234551	60.0638
100	1.177452	56.56681
100.5	1.146696	49.6894
101	0.9272031	48.89031
101.5	1.006817	43.6883
102	0.9715825	38.21395
102.5	1.100559	39.3875
103	1.184264	22.67822
103.5	1.194946	18.98919
104	1.71727	13.18338
104.5	1.760672	-6.728559
105	1.938034	-12.45515
105.5	2.277613	-27.62161
106	2.272619	-41.2933
106.5	2.648925	-62.16463
107	2.553961	-75.73705
107.5	2.686396	-86.13002
108	2.925564	-96.69636
108.5	3.293678	-110.9311
109	3.59861	-122.2244
109.5	3.720746	-137.5455
110	4.053347	-150.4897
110.5	4.523335	-167.5065
111	4.579965	-179.8596
111.5	5.151186	167.0073
112	5.826786	152.3322
112.5	6.316	137.4801
113	7.020826	119.7808
113.5	7.549013	102.5914
114	8.063893	86.62908
114.5	8.858058	68.05008
115	9.412463	50.48135
115.5	10.027	33.75238
116	10.46391	16.24754
116.5	11.17676	-1.458737
117	11.7313	-19.57966
117.5	12.29389	-38.25969
118	12.53648	-57.28391
118.5	13.01985	-75.53166
119	13.11922	-93.53714
119.5	13.24674	-112.2811
120	13.06492	-130.6715
120.5	12.85344	-147.1553
121	12.6421	-165.1174
121.5	12.32576	179.0261
122	11.95494	165.2351
122.5	11.8457	151.4897
123	12.13572	139.433
123.5	12.631	125.9471
124	13.18911	112.3724
124.5	14.40887	97.65412
125	15.69283	81.17892
