Source File Name:	20,2
Signal:	FFT - Vib Velocity - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ m/s ]	[ ° ]
10	14.42955	17.16817
10.5	15.03773	-0.6044279
11	13.64915	-16.36081
11.5	16.41571	-29.03658
12	15.75443	-43.61
12.5	14.36391	-87.99926
13	19.12572	-82.66546
13.5	15.76806	-111.6269
14	17.77273	-129.3022
14.5	17.65927	-151.794
15	18.4591	-167.3481
15.5	18.26238	168.8925
16	19.50167	152.7045
16.5	19.68518	128.6517
17	22.02168	106.794
17.5	22.9986	83.19252
18	23.8143	57.85863
18.5	25.05149	25.34328
19	26.20677	-2.099318
19.5	27.54255	-31.58431
20	27.06997	-65.22608
20.5	24.98925	-100.0641
21	22.29243	-133.3684
21.5	19.72088	-159.6023
22	13.24028	178.1176
22.5	13.62441	152.436
23	10.5843	116.9331
23.5	10.4328	103.6993
24	9.866755	78.23343
24.5	9.03522	64.81357
25	8.438053	42.37475
25.5	9.119724	25.30943
26	8.546155	7.712544
26.5	8.78852	-12.79674
27	8.133749	-31.43626
27.5	8.410975	-49.01887
28	8.249824	-69.55588
28.5	8.116797	-87.83364
29	7.669937	-107.1129
29.5	7.529704	-124.6544
30	7.488122	-141.9581
30.5	7.394971	-159.255
31	7.242714	-177.3185
31.5	7.140253	166.8518
32	7.010428	151.3405
32.5	7.109283	133.0296
33	7.04883	116.2627
33.5	7.202365	99.54897
34	7.008343	82.83022
34.5	7.161562	65.86335
35	7.009865	49.37014
35.5	7.151121	33.32746
36	7.087013	16.3646
36.5	7.070664	1.235549
37	6.910296	-14.85042
37.5	6.825122	-31.36306
38	6.865911	-47.94176
38.5	6.899741	-63.82764
39	6.754932	-80.0582
39.5	6.616279	-94.96782
40	6.479745	-110.6418
40.5	6.439866	-128.2151
41	6.232169	-141.8394
41.5	6.263469	-156.8209
42	6.134052	-171.0109
42.5	6.150255	174.7717
43	6.272582	160.6322
43.5	6.469775	142.7644
44	6.424632	127.8549
44.5	6.553183	111.3697
45	6.397091	96.3204
45.5	6.404675	80.15175
46	6.616235	64.94925
46.5	6.559409	47.1586
47	6.479732	32.82685
47.5	6.594123	18.07083
48	6.552656	2.519498
48.5	6.550933	-14.98921
49	5.916129	-30.86898
49.5	6.553614	-45.85663
50	6.580186	-60.63013
50.5	6.534142	-76.95303
51	6.39156	-90.99497
51.5	6.294913	-107.6212
52	6.491955	-120.4366
52.5	6.638479	-138.8622
53	6.629021	-152.8951
53.5	6.353149	-169.4366
54	6.742482	174.6477
54.5	6.130277	158.5172
55	6.590058	142.4137
55.5	6.231153	126.9309
56	6.436052	112.3332
56.5	6.280997	97.46738
57	6.366857	81.38703
57.5	6.264271	65.52439
58	6.454746	48.49377
58.5	6.235917	32.83458
59	6.209003	17.64491
59.5	6.156159	2.490572
60	6.062219	-13.32138
60.5	6.02671	-28.18608
61	6.093185	-44.41611
61.5	6.080989	-59.08893
62	6.048362	-75.32349
62.5	5.833443	-91.3637
63	5.880414	-106.1619
63.5	5.78175	-121.5029
64	5.858433	-138.1735
64.5	5.755229	-152.4644
65	5.69272	-167.4333
65.5	5.614076	176.2077
66	5.684032	160.9612
66.5	5.569588	143.4603
67	5.506028	128.5691
67.5	5.525655	114.6263
68	5.418092	98.27879
68.5	5.31	83.11459
69	5.376361	66.5451
69.5	5.279503	50.59851
70	5.186611	35.50784
70.5	5.253495	21.44928
71	5.077008	4.877787
71.5	4.904768	-9.125934
72	5.090999	-25.16819
72.5	5.024264	-40.79877
73	4.984111	-56.37289
73.5	4.87031	-71.52647
74	4.787238	-86.99826
74.5	4.676023	-103.4907
75	4.764966	-116.9841
75.5	4.752856	-133.4608
76	4.634789	-148.0071
76.5	4.655807	-164.2954
77	4.543275	179.5141
77.5	4.501884	163.1376
78	4.369745	146.7151
78.5	4.379135	132.2856
79	4.228724	116.6377
79.5	4.0995	102.0763
80	4.103227	85.89374
80.5	4.036695	70.80039
81	4.046816	54.36868
81.5	4.096977	39.55376
82	3.946586	23.79031
82.5	3.809222	7.095231
83	3.694717	-9.099996
83.5	3.583833	-24.53334
84	3.57009	-38.67422
84.5	3.585011	-54.69846
85	3.349409	-68.37964
85.5	3.290196	-83.5514
86	3.249969	-99.58517
86.5	3.306048	-115.3523
87	3.21468	-131.8536
87.5	3.191372	-147.3859
88	2.979943	-163.4337
88.5	2.876579	-178.2206
89	2.832645	163.4753
89.5	2.705729	149.7003
90	2.692005	134.8791
90.5	2.572355	118.4341
91	2.494051	103.6591
91.5	2.380662	85.57882
92	2.277412	69.59198
92.5	2.232202	53.60909
93	2.060778	42.25132
93.5	2.048958	26.72288
94	1.97439	9.285901
94.5	1.929122	-8.41563
95	1.726884	-27.15887
95.5	1.740055	-39.26986
96	1.649952	-53.45403
96.5	1.478402	-73.03614
97	1.361796	-92.34852
97.5	1.213965	-108.5014
98	1.122364	-127.9997
98.5	1.041926	-142.5017
99	0.9113037	-154.8067
99.5	0.6035909	-178.7721
100	0.5965372	169.5204
100.5	0.5793172	139.5506
101	0.4769982	110.484
101.5	0.4314801	77.48554
102	0.2954663	24.84086
102.5	0.3970208	-28.87456
103	0.4967565	-59.4041
103.5	0.5756626	-76.51726
104	0.6697079	-96.79261
104.5	0.9049202	-121.914
105	1.077565	-137.756
105.5	1.340595	-162.8862
106	1.439917	-176.8149
106.5	1.647091	164.5676
107	1.725521	143.4103
107.5	1.948157	128.2419
108	2.175866	111.1282
108.5	2.281378	94.12391
109	2.507585	81.66535
109.5	2.759377	64.09439
110	2.968741	44.79194
110.5	3.259373	29.09769
111	3.63255	12.37247
111.5	3.789196	-6.460224
112	4.052279	-22.49035
112.5	4.154872	-41.68594
113	4.24951	-60.57972
113.5	4.349828	-74.9501
114	4.639434	-90.14731
114.5	4.74929	-107.3419
115	4.753863	-122.3811
115.5	4.889567	-137.5263
116	4.994154	-152.9501
116.5	5.263403	-165.0015
117	5.646968	-178.1468
117.5	6.119204	169.1144
118	6.764176	154.5736
118.5	7.626656	139.5466
119	8.694457	122.4351
119.5	9.819643	104.92
120	11.18144	86.29988
120.5	12.29298	65.90587
121	13.43427	45.59933
121.5	14.6906	24.75329
122	15.73702	3.441894
122.5	16.70205	-18.23943
123	17.45724	-39.5722
123.5	18.10553	-61.70006
124	18.51239	-84.19537
124.5	18.75995	-105.4337
125	18.83996	-127.437
125.5	18.62382	-149.0487
126	18.30056	-170.3364
126.5	17.81699	168.007
127	17.25312	147.0513
127.5	16.53187	126.7832
128	15.76175	107.1175
128.5	14.95081	86.88139
129	13.95369	68.16989
129.5	13.34991	49.85638
130	12.69544	31.39333
130.5	12.18077	14.36908
131	11.57596	-3.860277
131.5	11.00094	-21.56216
132	10.53735	-39.15113
132.5	10.11025	-56.37819
133	9.754544	-74.22249
133.5	9.239976	-90.77025
134	8.893876	-107.6766
134.5	8.480578	-125.6083
135	8.147755	-142.0078
135.5	7.983302	-158.754
136	7.608982	-176.3606
136.5	7.352185	167.4111
137	7.084909	150.0261
137.5	6.842361	132.0429
138	6.57886	114.7655
138.5	6.38238	98.90693
139	6.089755	81.01818
139.5	5.881678	64.87518
140	5.74404	47.54809
140.5	5.622561	28.74676
141	5.446516	10.76163
141.5	5.202315	-5.58932
142	5.001362	-23.60717
142.5	4.746521	-41.98133
143	4.554016	-59.07723
143.5	4.438274	-77.70214
144	4.352385	-94.52763
144.5	4.204256	-112.1018
145	4.02649	-130.393
145.5	3.901294	-150.4814
146	3.715669	-169.369
146.5	3.689369	172.4057
147	3.568379	151.9482
147.5	3.302283	135.9304
148	3.285928	116.2004
148.5	3.182202	96.24665
149	3.198784	77.23083
149.5	3.119632	57.97964
150	3.150698	39.77893
150.5	3.083854	18.56679
151	3.060373	-1.080087
151.5	3.098678	-23.46991
152	3.008306	-40.24213
152.5	3.108541	-57.86934
153	3.140956	-79.06852
153.5	3.192919	-97.61467
154	3.272841	-117.372
154.5	3.487711	-136.6929
155	3.608058	-155.574
155.5	3.523038	-174.8463
156	3.661247	166.8096
156.5	3.787233	148.6463
157	3.960792	131.1928
157.5	4.270893	112.8567
158	4.46336	96.74628
158.5	4.669736	77.17381
