Source File Name:	20,2
Signal:	FFT - Ref1 Force - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ N ]	[ ° ]
10	0.0001039168	67.65241
10.5	0.000100973	52.47582
11	0.0001037042	38.69139
11.5	0.0001030506	22.37269
12	0.0001035704	8.61818
12.5	0.0001035843	-6.162326
13	0.0001044226	-20.80754
13.5	0.0001038769	-35.18798
14	0.0001044068	-49.69548
14.5	0.0001043502	-64.57761
15	0.0001045202	-78.80714
15.5	0.0001037622	-93.20039
16	0.0001051413	-107.8995
16.5	0.0001041415	-122.2926
17	0.0001045396	-136.6937
17.5	0.0001041579	-151.4332
18	0.0001037117	-165.6774
18.5	0.0001038803	179.5956
19	0.0001037639	165.0529
19.5	0.0001038187	150.6879
20	0.0001035604	136.0682
20.5	0.0001032439	121.2744
21	0.0001033343	106.7228
21.5	0.0001033968	92.23393
22	0.0001034788	77.44604
22.5	0.0001030252	62.79517
23	0.0001032219	48.3762
23.5	0.0001034342	33.46077
24	0.000103223	19.03906
24.5	0.0001030932	4.375642
25	0.0001036356	-10.19962
25.5	0.0001031161	-24.90126
26	0.0001035151	-39.15478
26.5	0.0001036497	-54.04595
27	0.000103653	-68.46078
27.5	0.0001032815	-83.17557
28	0.0001033155	-97.67254
28.5	0.0001030594	-112.4848
29	0.0001029669	-126.6132
29.5	0.0001033074	-141.3769
30	0.0001030936	-155.6004
30.5	0.0001026813	-170.7658
31	0.00010294	175.0671
31.5	0.0001026278	160.2007
32	0.000102278	145.7767
32.5	0.0001024863	131.0934
33	0.0001023165	116.6342
33.5	0.0001024403	101.8044
34	0.0001021713	87.31264
34.5	0.0001021147	72.53371
35	0.0001019295	57.93092
35.5	0.0001020803	43.33488
36	0.0001020626	28.86237
36.5	0.0001022168	14.17403
37	0.0001020444	-0.3966777
37.5	0.0001020523	-15.03388
38	0.0001018769	-29.60966
38.5	0.0001019641	-44.30161
39	0.0001020654	-58.58191
39.5	0.0001018408	-73.29707
40	0.0001019781	-87.93761
40.5	0.0001014629	-102.4738
41	0.0001014466	-117.1013
41.5	0.0001015146	-131.617
42	0.0001012471	-146.1492
42.5	0.0001011969	-160.7613
43	0.0001010299	-175.2829
43.5	0.0001010806	170.0773
44	0.0001006029	155.4059
44.5	0.0001008111	140.8744
45	0.0001004077	126.2295
45.5	0.0001004568	111.4326
46	0.0001002044	97.09223
46.5	0.0001001401	82.29608
47	9.994312e-5	67.89413
47.5	0.00010017	53.05391
48	9.99167e-5	38.63814
48.5	0.000100098	23.83743
49	9.980894e-5	9.420405
49.5	9.992603e-5	-5.3877
50	9.965517e-5	-19.77071
50.5	9.963592e-5	-34.54503
51	9.976679e-5	-48.84124
51.5	9.961787e-5	-63.65825
52	9.949703e-5	-78.06752
52.5	9.940557e-5	-92.6721
53	9.938142e-5	-107.2802
53.5	9.929775e-5	-121.8974
54	9.901825e-5	-136.3522
54.5	9.892855e-5	-151.0255
55	9.877748e-5	-165.5692
55.5	9.875115e-5	179.7486
56	9.830576e-5	165.3319
56.5	9.833613e-5	150.6356
57	9.816921e-5	136.0824
57.5	9.812486e-5	121.4769
58	9.77214e-5	106.6972
58.5	9.80961e-5	92.29019
59	9.752955e-5	77.55996
59.5	9.763178e-5	62.86906
60	9.726931e-5	48.36168
60.5	9.740782e-5	33.72823
61	9.695756e-5	19.16597
61.5	9.725186e-5	4.588952
62	9.677946e-5	-9.981297
62.5	9.717575e-5	-24.70295
63	9.683817e-5	-39.28065
63.5	9.685681e-5	-53.83772
64	9.673365e-5	-68.4435
64.5	9.631929e-5	-82.76479
65	9.639186e-5	-97.51693
65.5	9.621131e-5	-112.2147
66	9.626171e-5	-126.5434
66.5	9.595528e-5	-141.2782
67	9.600627e-5	-155.8224
67.5	9.568608e-5	-170.4106
68	9.548027e-5	175.0119
68.5	9.557279e-5	160.3173
69	9.525726e-5	145.8783
69.5	9.51806e-5	131.2206
70	9.494652e-5	116.5882
70.5	9.495357e-5	101.9894
71	9.478679e-5	87.4391
71.5	9.468084e-5	72.67531
72	9.438131e-5	58.17035
72.5	9.456847e-5	43.52935
73	9.416689e-5	28.93149
73.5	9.428087e-5	14.45957
74	9.379203e-5	-0.1259369
74.5	9.393218e-5	-14.84829
75	9.379184e-5	-29.36076
75.5	9.373427e-5	-43.99009
76	9.356025e-5	-58.60424
76.5	9.356494e-5	-73.12739
77	9.311769e-5	-87.64142
77.5	9.31406e-5	-102.2826
78	9.283848e-5	-116.9513
78.5	9.28282e-5	-131.3524
79	9.258532e-5	-145.998
79.5	9.240632e-5	-160.5358
80	9.227434e-5	-175.1406
80.5	9.207997e-5	170.3316
81	9.199973e-5	155.702
81.5	9.181374e-5	141.0396
82	9.170517e-5	126.4621
82.5	9.142522e-5	111.8743
83	9.12582e-5	97.33556
83.5	9.12762e-5	82.78283
84	9.075438e-5	68.08874
84.5	9.097612e-5	53.50769
85	9.071336e-5	38.96329
85.5	9.07047e-5	24.30845
86	9.036833e-5	9.810632
86.5	9.02848e-5	-4.814838
87	9.028528e-5	-19.46195
87.5	8.995793e-5	-34.01828
88	8.992127e-5	-48.59795
88.5	8.971871e-5	-63.18269
89	8.957354e-5	-77.69065
89.5	8.941318e-5	-92.27915
90	8.919086e-5	-106.9743
90.5	8.912333e-5	-121.4203
91	8.887888e-5	-136.0522
91.5	8.859057e-5	-150.6769
92	8.853897e-5	-165.266
92.5	8.839786e-5	-179.6559
93	8.820128e-5	165.5266
93.5	8.80586e-5	151.0764
94	8.774546e-5	136.4692
94.5	8.761851e-5	121.7284
95	8.750561e-5	107.2828
95.5	8.732468e-5	92.6689
96	8.707201e-5	78.01393
96.5	8.704114e-5	63.42266
97	8.682174e-5	48.97252
97.5	8.669533e-5	34.29149
98	8.669488e-5	19.76438
98.5	8.647704e-5	5.201577
99	8.631103e-5	-9.532028
99.5	8.615824e-5	-24.11314
100	8.606369e-5	-38.5769
100.5	8.582829e-5	-53.15572
101	8.556218e-5	-67.79963
101.5	8.565759e-5	-82.25975
102	8.531754e-5	-96.96281
102.5	8.521331e-5	-111.5041
103	8.490783e-5	-126.1695
103.5	8.4774e-5	-140.5612
104	8.443581e-5	-155.1698
104.5	8.457509e-5	-169.7786
105	8.427843e-5	175.6882
105.5	8.399615e-5	161.1003
106	8.393735e-5	146.4588
106.5	8.350162e-5	131.9368
107	8.345494e-5	117.3201
107.5	8.325186e-5	102.7835
108	8.317769e-5	88.1351
108.5	8.294293e-5	73.65188
109	8.271936e-5	58.99436
