Source File Name:	11,3
Signal:	FFT - Vib Velocity - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ m/s ]	[ ° ]
10	8.387444	-0.7560272
10.5	9.008495	-17.10362
11	10.10766	-39.30389
11.5	10.35217	-60.66257
12	11.25977	-76.9839
12.5	12.82872	-99.23479
13	13.00969	-115.834
13.5	15.18239	-142.0155
14	16.93333	-156.2476
14.5	18.44825	-178.9576
15	21.13132	157.6869
15.5	22.92098	136.4366
16	24.96817	112.9298
16.5	28.07157	91.53015
17	30.89794	68.11511
17.5	35.21217	44.22886
18	39.79967	16.31678
18.5	40.75526	-4.373042
19	46.93584	-40.84463
19.5	45.80201	-74.46513
20	41.15814	-105.8218
20.5	35.51445	-133.0041
21	30.55501	-156.5627
21.5	27.50532	-172.7552
22	21.81776	169.982
22.5	21.48871	147.3351
23	20.33892	130.063
23.5	18.66016	113.5014
24	17.70673	96.26214
24.5	16.88111	78.82515
25	15.6983	60.54068
25.5	15.11255	44.79216
26	14.66419	26.13801
26.5	14.11377	9.081569
27	13.43266	-8.184304
27.5	12.94126	-24.94806
28	12.55271	-41.85206
28.5	12.00603	-58.71505
29	11.53399	-75.78772
29.5	11.27347	-90.97824
30	10.82617	-107.159
30.5	10.50742	-123.1159
31	10.07228	-139.5896
31.5	10.02444	-154.7381
32	9.974103	-169.8418
32.5	9.867721	173.8355
33	9.515474	158.1087
33.5	9.503128	141.666
34	9.127709	125.158
34.5	8.949477	109.422
35	8.817775	94.38016
35.5	8.717028	78.6153
36	8.6791	63.50009
36.5	8.578768	46.19997
37	8.386713	31.34716
37.5	8.258155	14.07385
38	8.070289	-0.3795701
38.5	7.978305	-16.03183
39	7.83692	-30.49179
39.5	7.722415	-45.82699
40	7.698857	-60.40728
40.5	7.753317	-75.0947
41	7.862495	-89.58776
41.5	7.985077	-105.8135
42	7.918028	-122.121
42.5	8.010713	-137.8111
43	7.978871	-154.6797
43.5	7.791231	-170.5282
44	7.780286	174.562
44.5	7.737621	158.696
45	7.693942	141.6829
45.5	7.449049	127.6537
46	7.535344	112.386
46.5	7.528538	96.30029
47	7.417745	79.95457
47.5	7.301125	65.24217
48	7.286657	48.40658
48.5	7.164677	34.54382
49	7.223624	19.29702
49.5	7.212109	3.35797
50	6.988418	-11.26427
50.5	6.981073	-27.64161
51	6.937376	-41.23804
51.5	7.118908	-56.59788
52	7.094922	-72.76936
52.5	7.049111	-88.43917
53	6.894444	-103.6333
53.5	6.86746	-117.9327
54	6.888525	-133.2456
