Source File Name:	1,1,2
Signal:	FFT - Ref1 Voltage - Magnitude

Frequency	Magnitude
[ Hz ]	[ V ]
20	1.230833e-5
20.5	1.747087e-5
21	1.502884e-5
21.5	1.788881e-5
22	1.81656e-5
22.5	1.716234e-5
23	1.798028e-5
23.5	1.73711e-5
24	1.565681e-5
24.5	1.226512e-5
25	8.470769e-6
25.5	1.467509e-5
26	1.476834e-5
26.5	1.773426e-5
27	2.040211e-5
27.5	2.192331e-5
28	1.871231e-5
28.5	1.516107e-5
29	1.413338e-5
29.5	1.531047e-5
30	1.546851e-5
30.5	1.934673e-5
31	2.293852e-5
31.5	2.432794e-5
32	2.40617e-5
32.5	2.322341e-5
33	1.904265e-5
33.5	1.697166e-5
34	1.783753e-5
34.5	1.983293e-5
35	2.195741e-5
35.5	2.375528e-5
36	2.671401e-5
36.5	2.466464e-5
37	2.194886e-5
37.5	1.84296e-5
38	1.722076e-5
38.5	1.540724e-5
39	1.758276e-5
39.5	1.761212e-5
40	2.460206e-5
40.5	2.672091e-5
41	2.578561e-5
41.5	2.536878e-5
42	2.089195e-5
42.5	2.140425e-5
43	2.168642e-5
43.5	1.958372e-5
44	1.232307e-5
44.5	1.094556e-5
45	1.901049e-5
45.5	1.827612e-5
46	1.984505e-5
46.5	2.295465e-5
47	2.937307e-5
47.5	3.639409e-5
48	3.65397e-5
48.5	2.676431e-5
49	1.49003e-5
49.5	5.69129e-6
50	3.765152e-5
50.5	5.884971e-6
51	4.503158e-6
51.5	1.99847e-5
52	2.935435e-5
52.5	3.374194e-5
53	2.851771e-5
53.5	1.721723e-5
54	1.753914e-5
54.5	2.03328e-5
55	2.007478e-5
55.5	1.486336e-5
56	5.81644e-6
56.5	1.139674e-5
57	1.903673e-5
57.5	1.783898e-5
58	1.145075e-5
58.5	9.74484e-6
59	2.061407e-5
59.5	2.319028e-5
60	2.098576e-5
60.5	1.339708e-5
61	3.521228e-6
61.5	5.249659e-6
62	5.399221e-6
62.5	4.905397e-6
63	7.803497e-6
63.5	1.484786e-5
64	1.260506e-5
64.5	1.37313e-5
65	1.058014e-5
65.5	5.612854e-6
66	1.172614e-6
66.5	5.665874e-6
67	1.225367e-5
67.5	1.463564e-5
68	1.284267e-5
68.5	1.250083e-5
69	4.840007e-6
69.5	1.985987e-6
70	4.710823e-6
70.5	4.514169e-6
71	3.220889e-6
71.5	6.83563e-6
72	1.282323e-5
72.5	1.295409e-5
73	1.165513e-5
73.5	4.23096e-6
74	7.03653e-6
74.5	1.119297e-5
75	1.152934e-5
75.5	9.163647e-6
76	4.894181e-6
76.5	3.147577e-6
77	3.830831e-6
77.5	3.515529e-6
78	3.135134e-6
78.5	8.204394e-6
79	1.016232e-5
79.5	1.071194e-5
80	8.601402e-6
80.5	8.345547e-6
81	4.665505e-6
81.5	5.499422e-6
82	8.196937e-6
82.5	8.828882e-6
83	9.624089e-6
83.5	7.737551e-6
84	4.164605e-6
84.5	3.23562e-6
85	8.982298e-7
85.5	6.415725e-6
86	5.900923e-6
86.5	9.677317e-6
87	9.513446e-6
87.5	8.650271e-6
88	8.54131e-6
88.5	7.817515e-6
89	8.330203e-6
89.5	1.209615e-5
90	8.802653e-6
90.5	7.249716e-6
91	5.16171e-6
91.5	3.640482e-6
92	1.309208e-6
92.5	4.105056e-6
93	6.968038e-6
93.5	9.803476e-6
94	1.036301e-5
94.5	9.657462e-6
95	5.787062e-6
95.5	4.907984e-6
96	5.218013e-6
96.5	8.884967e-6
97	8.918288e-6
97.5	8.895755e-6
98	8.672015e-6
98.5	5.43257e-6
99	1.357852e-6
99.5	3.005912e-6
100	2.835663e-6
100.5	5.937815e-6
101	8.550399e-6
101.5	6.920915e-6
102	8.789149e-6
102.5	6.695868e-6
103	5.31213e-6
103.5	6.574877e-6
104	6.81584e-6
104.5	1.169535e-5
105	9.385211e-6
105.5	5.894793e-6
106	2.145694e-6
106.5	1.125143e-6
107	5.567394e-7
