Source File Name:	12,2
Signal:	FFT - Vib Velocity - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ m/s ]	[ ° ]
10	11.40019	-29.88175
10.5	12.59412	-47.68172
11	12.78872	-66.14017
11.5	12.88184	-78.81955
12	16.9064	-93.53034
12.5	12.95856	-115.06
13	16.21057	-132.8672
13.5	17.93979	-145.1376
14	18.09781	-174.5855
14.5	18.77179	173.6978
15	20.94894	161.8483
15.5	23.04532	139.6324
16	24.3171	124.0448
16.5	27.64915	104.6035
17	31.72588	82.12556
17.5	34.07166	60.26427
18	37.73054	37.14833
18.5	35.34341	13.83623
19	42.10567	-13.04778
19.5	45.17791	-40.46587
20	41.98203	-69.39345
20.5	38.38077	-97.46599
21	32.86405	-119.4819
21.5	27.61262	-138.5477
22	23.89766	-160.1831
22.5	24.53566	-170.8313
23	19.21559	166.7467
23.5	19.74555	153.255
24	18.91163	137.4373
24.5	17.60135	124.6448
25	17.53261	106.7469
25.5	16.89279	93.31308
26	16.02919	78.32315
26.5	15.61505	63.71394
27	15.21171	49.08327
27.5	15.08753	33.50378
28	14.45629	17.11628
28.5	14.09792	1.918328
29	13.82358	-13.11483
29.5	13.47893	-28.52411
30	13.29789	-43.79671
30.5	13.0484	-59.77631
31	12.64788	-76.31648
31.5	12.55683	-89.35875
32	12.41709	-105.2898
32.5	12.04083	-120.0179
33	12.11238	-134.6217
33.5	12.14048	-149.8926
34	12.08791	-165.4746
34.5	12.01987	179.5119
35	11.96416	165.3133
35.5	12.14084	151.0456
36	12.41672	135.2197
36.5	12.50294	119.0952
37	12.54492	103.7454
37.5	12.58956	88.57185
38	12.59314	73.03583
38.5	12.59311	57.42252
39	12.72672	40.91751
39.5	12.56688	24.9831
40	12.3503	9.837393
40.5	12.30382	-5.793899
41	12.13902	-21.3751
41.5	11.87614	-36.57819
42	11.80105	-50.86715
42.5	11.81788	-66.05885
43	11.87354	-80.74618
43.5	11.86829	-96.23055
44	11.83701	-111.8466
44.5	11.76961	-126.1443
45	11.86342	-140.9814
45.5	11.81133	-156.0807
46	11.97547	-170.9573
46.5	12.09926	174.0296
47	12.16786	158.3407
47.5	12.03372	143.6911
48	12.12825	129.64
