Source File Name:	1,1,1
Signal:	FFT - Ref1 Voltage - Magnitude

Frequency	Magnitude
[ Hz ]	[ V ]
20	2.568644e-5
20.5	2.284703e-5
21	2.294551e-5
21.5	2.179819e-5
22	1.899419e-5
22.5	1.783774e-5
23	1.884558e-5
23.5	1.811653e-5
24	1.812835e-5
24.5	1.81972e-5
25	1.598441e-5
25.5	1.579549e-5
26	1.346489e-5
26.5	1.538408e-5
27	1.344775e-5
27.5	1.234218e-5
28	1.430294e-5
28.5	1.28766e-5
29	1.523236e-5
29.5	1.475921e-5
30	1.224172e-5
30.5	1.138624e-5
31	1.155246e-5
31.5	7.629408e-6
32	7.988986e-6
32.5	7.183598e-6
33	8.008468e-6
33.5	1.092866e-5
34	1.156294e-5
34.5	1.44921e-5
35	1.4659e-5
35.5	1.643806e-5
36	1.583608e-5
36.5	1.407772e-5
37	1.153949e-5
37.5	7.646496e-6
38	5.926626e-6
38.5	4.453224e-6
39	6.81616e-6
39.5	1.11213e-5
40	1.31389e-5
40.5	1.565557e-5
41	1.666893e-5
41.5	1.734837e-5
42	1.742071e-5
42.5	1.663047e-5
43	1.289854e-5
43.5	1.042576e-5
44	5.94214e-6
44.5	2.510781e-6
45	3.252055e-6
45.5	8.144146e-6
46	1.090595e-5
46.5	1.549924e-5
47	1.729164e-5
47.5	1.744683e-5
48	1.781455e-5
48.5	1.533594e-5
49	1.348205e-5
49.5	1.056046e-5
50	2.17544e-5
50.5	3.630824e-6
51	3.578919e-6
51.5	3.992304e-6
52	1.122488e-5
52.5	1.377868e-5
53	1.55417e-5
53.5	1.736852e-5
54	1.54549e-5
54.5	1.579004e-5
55	1.546407e-5
55.5	1.160714e-5
56	8.247637e-6
56.5	4.607008e-6
57	1.860531e-6
57.5	4.558438e-6
58	7.327114e-6
58.5	9.285995e-6
59	1.126967e-5
59.5	1.337115e-5
60	1.304678e-5
60.5	1.420375e-5
61	1.160141e-5
61.5	1.135256e-5
62	8.971911e-6
62.5	5.483998e-6
63	3.765933e-6
63.5	2.999176e-6
64	6.702684e-6
64.5	6.423206e-6
65	7.068599e-6
65.5	9.246059e-6
66	1.103795e-5
66.5	9.725138e-6
67	1.039955e-5
67.5	1.065946e-5
68	7.60042e-6
68.5	7.034758e-6
69	3.457123e-6
69.5	2.331312e-6
70	2.892768e-7
70.5	4.157272e-6
71	4.479399e-6
71.5	5.536091e-6
72	6.640868e-6
72.5	7.540796e-6
73	7.200979e-6
73.5	6.233419e-6
74	5.140332e-6
74.5	4.703483e-6
75	3.201763e-6
75.5	3.222854e-6
76	2.875313e-6
76.5	2.757339e-6
77	3.726135e-6
77.5	3.899643e-6
78	5.010397e-6
78.5	3.796343e-6
79	5.3546e-6
79.5	3.811761e-6
80	5.406803e-6
80.5	5.456405e-6
81	5.979076e-6
81.5	5.97835e-6
82	5.208974e-6
82.5	4.930579e-6
83	3.844456e-6
83.5	4.336318e-6
84	4.672024e-6
84.5	3.788205e-6
85	3.64167e-6
85.5	3.917595e-6
86	3.734126e-6
86.5	5.945888e-6
87	5.180772e-6
87.5	6.251325e-6
88	7.358659e-6
88.5	6.270208e-6
89	6.129999e-6
89.5	4.52598e-6
90	3.045952e-6
90.5	2.676156e-6
91	1.280819e-6
91.5	2.029814e-6
92	3.383814e-6
92.5	3.393467e-6
93	5.375862e-6
93.5	6.103249e-6
94	7.019469e-6
94.5	6.347041e-6
95	5.373202e-6
95.5	4.873672e-6
96	4.005491e-6
96.5	3.288252e-6
97	1.106761e-6
97.5	1.462563e-6
98	3.034938e-6
98.5	3.602054e-6
99	4.106931e-6
99.5	5.068596e-6
100	4.676738e-6
100.5	5.191528e-6
101	4.043134e-6
101.5	3.41369e-6
102	3.47314e-6
102.5	1.898454e-6
103	6.645402e-7
103.5	2.264417e-6
104	1.952044e-6
104.5	2.595611e-6
105	3.602051e-6
105.5	4.781858e-6
106	4.326925e-6
106.5	4.067701e-6
107	3.509341e-6
