Source File Name:	15,2
Signal:	FFT - Ref1 Force - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ N ]	[ ° ]
10	0.000100969	66.38336
10.5	9.929264e-5	52.11532
11	0.0001015997	37.33012
11.5	9.996525e-5	21.82663
12	0.0001022982	8.258801
12.5	0.0001017386	-7.487107
13	0.0001018035	-21.16709
13.5	0.0001025349	-36.34814
14	0.0001023682	-50.35283
14.5	0.0001029819	-64.95538
15	0.000103111	-79.3918
15.5	0.0001018617	-94.06011
16	0.0001032928	-107.8489
16.5	0.0001024504	-123.4251
17	0.0001016517	-136.6978
17.5	0.000102474	-152.2078
18	0.000100897	-165.965
18.5	0.0001019448	179.1579
19	0.0001006371	164.4501
19.5	0.0001005238	149.8077
20	9.989036e-5	135.6096
20.5	0.0001007453	120.5058
21	9.928284e-5	106.0559
21.5	0.0001002439	91.31625
22	9.876728e-5	76.69769
22.5	0.0001002708	62.17742
23	9.884651e-5	46.96735
23.5	9.957782e-5	32.96545
24	9.907804e-5	17.89147
24.5	9.975894e-5	3.752062
25	9.95689e-5	-11.36702
25.5	9.997579e-5	-25.44479
26	9.953677e-5	-40.54084
26.5	9.959687e-5	-54.47344
27	0.0001001168	-69.80572
27.5	9.918035e-5	-83.71637
28	9.998977e-5	-98.67332
28.5	9.92257e-5	-113.0964
29	9.965045e-5	-127.8001
29.5	9.882195e-5	-142.223
30	9.936496e-5	-156.8485
30.5	9.819531e-5	-171.5794
31	9.861481e-5	174.0255
31.5	9.795111e-5	159.3901
32	9.828969e-5	144.7208
32.5	9.730065e-5	129.8215
33	9.768351e-5	115.5891
33.5	9.726753e-5	100.5034
34	9.679249e-5	86.23738
34.5	9.717344e-5	71.41581
35	9.688876e-5	56.7672
35.5	9.666514e-5	42.07393
36	9.679974e-5	27.55983
36.5	9.675732e-5	12.77459
37	9.634741e-5	-1.748627
37.5	9.652472e-5	-16.41916
38	9.619737e-5	-30.87506
38.5	9.631045e-5	-45.61442
39	9.58064e-5	-60.04918
39.5	9.600416e-5	-74.55231
40	9.572024e-5	-89.20994
40.5	9.563442e-5	-103.6861
41	9.529194e-5	-118.3263
41.5	9.511482e-5	-132.873
42	9.491312e-5	-147.3469
42.5	9.4749e-5	-161.9196
43	9.431577e-5	-176.6444
43.5	9.424261e-5	168.8757
44	9.399471e-5	154.1166
44.5	9.361831e-5	139.5068
45	9.348409e-5	124.8135
45.5	9.309013e-5	110.2909
46	9.29493e-5	95.50595
46.5	9.282657e-5	81.00209
47	9.26491e-5	66.28919
47.5	9.225157e-5	51.73431
48	9.249528e-5	37.04718
48.5	9.202942e-5	22.49319
49	9.236186e-5	7.835604
49.5	9.160615e-5	-6.855221
50	9.200085e-5	-21.18804
50.5	9.186343e-5	-36.04016
51	9.140831e-5	-50.38714
51.5	9.13551e-5	-65.14671
52	9.107883e-5	-79.51912
52.5	9.07975e-5	-94.29981
53	9.058198e-5	-108.5943
53.5	9.038762e-5	-123.3909
54	8.983462e-5	-137.7246
54.5	8.996429e-5	-152.4176
55	8.920502e-5	-167.0076
55.5	8.942907e-5	178.3677
56	8.86805e-5	163.8535
56.5	8.883248e-5	149.2321
57	8.820964e-5	134.4111
57.5	8.825384e-5	120.0797
58	8.786565e-5	105.1369
58.5	8.768951e-5	90.73425
59	8.741713e-5	75.84862
59.5	8.739298e-5	61.52392
60	8.702881e-5	46.58368
60.5	8.676301e-5	32.3456
61	8.68253e-5	17.30482
61.5	8.629454e-5	3.049023
62	8.660812e-5	-11.6503
62.5	8.590973e-5	-26.22908
63	8.619064e-5	-40.8501
63.5	8.564757e-5	-55.29583
64	8.586717e-5	-69.80109
64.5	8.524731e-5	-84.75012
65	8.500445e-5	-99.07893
65.5	8.476107e-5	-113.5903
66	8.462554e-5	-128.2379
66.5	8.370939e-5	-142.8131
67	8.389141e-5	-157.1502
67.5	8.362895e-5	-172.0239
68	8.318572e-5	173.4334
68.5	8.28415e-5	158.9082
69	8.269455e-5	144.2669
69.5	8.222259e-5	129.5839
70	8.206336e-5	115.1733
70.5	8.187277e-5	100.3253
71	8.155777e-5	85.95256
71.5	8.1237e-5	70.9596
72	8.102277e-5	56.6408
72.5	8.070967e-5	41.80815
73	8.034678e-5	27.40382
73.5	8.043867e-5	12.65431
74	7.98955e-5	-1.725949
74.5	7.993104e-5	-16.52533
75	7.951532e-5	-30.80876
75.5	7.947275e-5	-45.7668
76	7.873282e-5	-60.05931
76.5	7.91581e-5	-74.63116
77	7.821114e-5	-89.34946
77.5	7.836076e-5	-103.6638
78	7.786659e-5	-118.4325
78.5	7.768521e-5	-132.8405
79	7.715209e-5	-147.5067
79.5	7.701034e-5	-161.9423
80	7.64555e-5	-176.8342
80.5	7.619963e-5	169.0808
81	7.616318e-5	154.1574
81.5	7.550961e-5	139.6885
82	7.546997e-5	124.8704
82.5	7.49736e-5	110.5762
83	7.500705e-5	95.80119
83.5	7.420596e-5	81.08687
84	7.427925e-5	66.60619
84.5	7.405182e-5	51.84125
85	7.365153e-5	37.27753
