Source File Name:	7,1
Signal:	FFT - Vib Velocity - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ m/s ]	[ ° ]
10	20.52574	-16.84955
10.5	21.08787	-32.31864
11	21.59903	-52.55603
11.5	21.83427	-65.48366
12	23.12704	-84.19024
12.5	23.88256	-103.6713
13	28.37295	-119.8837
13.5	29.13519	-143.1277
14	28.08624	-160.5807
14.5	30.19103	176.4269
15	32.49701	156.3252
15.5	32.46874	137.3898
16	35.50465	113.7035
16.5	36.3308	90.778
17	38.13723	65.79926
17.5	39.4004	39.86504
18	38.7938	12.5539
18.5	36.23589	-8.891438
19	34.27111	-41.38876
19.5	28.9008	-63.86051
20	25.2302	-85.53193
20.5	21.33592	-107.3813
21	19.70517	-120.9925
21.5	17.34885	-140.4607
22	19.00732	-158.2091
22.5	15.51839	-175.2974
23	13.59901	171.9992
23.5	13.61343	151.0416
24	13.50891	133.6291
24.5	12.58743	114.7037
25	11.76365	99.28616
25.5	11.05452	81.67245
26	10.79055	63.03091
26.5	10.02246	47.92341
27	9.758675	30.82104
27.5	9.064916	14.70554
28	8.81002	-1.875196
28.5	8.313066	-17.55487
29	7.843092	-33.5526
29.5	7.420775	-50.02703
30	7.248835	-63.94922
30.5	6.930967	-79.67101
31	6.937263	-93.02593
31.5	6.693456	-111.8
32	6.447062	-125.5749
32.5	6.350853	-141.2051
33	6.27395	-154.6721
33.5	6.109285	-172.133
34	5.880071	170.9128
34.5	5.855204	156.3353
35	5.460334	143.3901
35.5	5.562268	129.6334
36	5.541267	111.9602
36.5	5.490003	99.16326
37	5.560566	87.13016
37.5	5.448702	70.81761
38	5.530549	56.58851
38.5	5.665391	40.13451
39	5.572239	26.21704
39.5	5.801607	7.418314
40	5.91784	-7.934027
40.5	5.918738	-22.31347
41	5.983082	-40.37226
41.5	6.011009	-55.97461
42	6.005272	-72.44621
42.5	5.897674	-88.40063
43	5.700568	-105.48
43.5	5.71694	-119.9706
44	5.63548	-136.0593
44.5	5.625288	-152.3567
45	5.680484	-167.8851
45.5	5.566642	175.9255
46	5.442557	162.688
46.5	5.705361	145.7704
47	5.420154	130.9943
47.5	5.374259	115.5465
48	5.579755	98.08492
48.5	5.233754	82.56382
49	5.194846	75.25676
49.5	5.089834	54.17537
50	5.401561	36.9987
50.5	5.35157	21.87459
51	4.983526	6.513047
51.5	4.999284	-7.945573
52	5.167695	-21.93629
52.5	4.881963	-36.51454
53	5.022205	-53.67563
53.5	5.215972	-67.74874
54	5.130573	-85.4029
54.5	5.046124	-96.43972
55	5.257838	-116.3794
55.5	4.948781	-130.5341
56	5.047256	-143.1055
56.5	4.955001	-160.2744
57	4.939528	-174.5694
57.5	4.908512	169.4812
58	4.863964	153.4165
58.5	4.937208	138.8829
59	4.945148	124.393
59.5	4.93706	108.6286
60	4.946012	92.51022
60.5	4.9943	78.51616
61	4.778583	62.77381
61.5	4.728699	46.7469
62	4.531306	32.20684
62.5	4.552753	20.0268
63	4.654537	3.604153
63.5	4.810934	-12.50526
64	4.770327	-27.28964
64.5	4.737737	-41.42015
65	4.706166	-58.71129
65.5	4.57373	-74.13199
66	4.472603	-86.6225
66.5	4.343077	-101.6331
67	4.545584	-117.3177
67.5	4.495836	-132.5904
68	4.339365	-149.5127
68.5	4.296801	-162.6775
69	4.46374	-176.7352
69.5	4.351753	170.0831
70	4.333817	155.2151
70.5	4.439109	137.9165
71	4.193053	123.5177
71.5	4.243524	108.6007
72	4.107545	92.37125
72.5	4.001687	79.75367
73	4.04043	66.09994
73.5	4.100672	51.09155
74	4.385848	36.62095
74.5	4.133413	20.78881
75	4.053161	7.810771
75.5	3.900791	-6.862109
76	4.023027	-20.14557
76.5	3.955361	-35.07317
77	4.100535	-51.02286
77.5	4.2873	-67.10609
78	4.097632	-81.51799
78.5	4.116936	-98.95312
79	3.829223	-113.7781
79.5	3.872655	-122.8904
80	3.84828	-137.1059
80.5	3.808027	-152.6645
81	3.951498	-167.1799
81.5	3.83862	178.6911
82	4.006133	162.7542
82.5	3.958243	145.1517
83	3.849587	134.1023
83.5	3.761095	121.5227
84	3.928924	106.4789
84.5	3.956279	91.5454
85	3.918776	77.96526
85.5	3.850012	62.68168
86	3.879756	47.25662
86.5	3.934947	33.42677
87	3.855179	16.84885
87.5	3.949463	2.519145
88	4.067322	-10.28036
88.5	3.90315	-26.05581
89	3.825682	-40.06211
89.5	3.893314	-54.79547
90	3.812611	-69.21269
90.5	3.726292	-84.02141
91	3.740222	-98.45309
91.5	3.855572	-112.6564
92	3.802508	-129.0317
92.5	3.683177	-144.1846
93	3.787499	-156.7696
93.5	3.698865	-168.4023
94	3.611491	175.0329
94.5	3.510819	161.8303
95	3.653758	150.0887
95.5	3.721211	132.3705
96	3.595112	115.9263
96.5	3.572216	101.2206
97	3.436259	89.65398
97.5	3.297748	74.24314
98	3.361956	63.41381
98.5	3.392883	52.27892
99	3.34364	38.64332
99.5	3.378483	24.20535
100	3.320796	7.016874
100.5	3.179264	-5.310613
101	3.109173	-20.38277
101.5	3.065878	-31.25936
102	3.150977	-40.30489
102.5	3.093314	-54.69801
103	2.991593	-66.53991
103.5	3.166533	-77.03133
104	3.01912	-87.35004
104.5	2.983292	-97.44151
105	3.235944	-108.6474
105.5	3.283315	-120.4447
106	3.401644	-131.7741
106.5	3.648455	-142.7461
107	4.076554	-155.0655
107.5	4.163424	-164.1858
108	4.555726	-176.0829
108.5	5.027293	171.1052
109	5.688304	158.6504
109.5	6.1117	143.8892
110	6.750106	129.6453
110.5	7.512625	112.3029
111	7.923616	97.6526
111.5	8.718948	82.08084
112	9.584146	66.02215
112.5	10.5255	50.6411
113	11.44466	33.75513
113.5	12.40431	15.36927
114	13.29007	-2.767586
114.5	13.88679	-20.81649
115	14.74718	-38.83783
115.5	15.52727	-57.02737
116	16.26027	-75.03686
116.5	16.89799	-93.60271
117	17.57447	-111.769
117.5	18.10139	-129.7024
