Source File Name:	20,1
Signal:	FFT - Ref1 Force - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ N ]	[ ° ]
10	9.966901e-5	63.01197
10.5	0.0001008122	48.3884
11	0.0001010653	33.21152
11.5	0.0001019701	18.24777
12	0.0001007892	3.508373
12.5	0.0001021007	-10.29574
13	0.0001027023	-25.35207
13.5	0.0001026089	-40.47318
14	0.0001022551	-55.04932
14.5	0.0001017916	-69.56192
15	0.0001027845	-84.06326
15.5	0.0001027402	-99.2076
16	0.0001022021	-113.9029
16.5	0.0001016824	-128.518
17	0.0001012828	-142.8202
17.5	0.0001020344	-157.7225
18	0.0001010578	-172.6517
18.5	0.0001009088	172.5986
19	0.0001004547	157.9948
19.5	0.0001002768	143.3012
20	0.000100538	128.3039
20.5	0.000100304	113.4724
21	0.0001005378	98.61471
21.5	0.0001004733	83.66025
22	0.0001005811	69.03985
22.5	0.0001005024	54.0683
23	0.0001003031	39.22452
23.5	0.0001002453	24.43076
24	0.000100648	9.663296
24.5	0.0001004185	-5.268795
25	0.0001009639	-20.05397
25.5	0.0001008032	-34.68108
26	0.0001008238	-49.48521
26.5	0.0001006656	-64.2164
27	0.0001005969	-78.85075
27.5	0.0001002275	-93.79947
28	0.0001002764	-108.308
28.5	0.0001004941	-122.9191
29	0.0001004698	-137.8828
29.5	9.987841e-5	-152.4534
30	9.98554e-5	-167.2106
30.5	9.985901e-5	178.0341
31	9.9513e-5	163.0751
31.5	9.929642e-5	148.128
32	9.902643e-5	133.3534
32.5	9.912836e-5	118.5949
33	9.90693e-5	103.824
33.5	9.901748e-5	88.73145
34	9.854701e-5	74.06886
34.5	9.870824e-5	59.34051
35	9.847721e-5	44.43889
35.5	9.874712e-5	29.55923
36	9.844986e-5	14.8397
36.5	9.845538e-5	0.03689304
37	9.869286e-5	-14.81411
37.5	9.852511e-5	-29.43477
38	9.856049e-5	-44.3139
38.5	9.845311e-5	-59.05371
39	9.863931e-5	-73.76067
39.5	9.837091e-5	-88.51669
40	9.831307e-5	-103.3296
40.5	9.828249e-5	-118.212
41	9.82788e-5	-132.9269
41.5	9.807205e-5	-147.6616
42	9.787627e-5	-162.4072
42.5	9.758281e-5	-177.1408
43	9.720942e-5	168.0748
43.5	9.704848e-5	153.1008
44	9.718488e-5	138.2797
44.5	9.69633e-5	123.5385
45	9.688836e-5	108.7498
45.5	9.668429e-5	93.98817
46	9.65528e-5	79.14471
46.5	9.638202e-5	64.32816
47	9.619854e-5	49.42188
47.5	9.62643e-5	34.67628
48	9.617309e-5	20.05439
48.5	9.629807e-5	5.042216
49	9.59954e-5	-9.717343
49.5	9.605523e-5	-24.52312
50	9.585742e-5	-39.18334
50.5	9.571891e-5	-53.92681
51	9.556011e-5	-68.77328
51.5	9.540148e-5	-83.54383
52	9.539351e-5	-98.3006
52.5	9.511012e-5	-113.0165
53	9.509441e-5	-127.7105
53.5	9.470228e-5	-142.5385
54	9.458639e-5	-157.2554
54.5	9.443077e-5	-172.0932
55	9.428163e-5	173.145
55.5	9.38693e-5	158.4164
56	9.359336e-5	143.5523
56.5	9.361526e-5	128.795
57	9.344849e-5	113.9215
57.5	9.326238e-5	99.11047
58	9.314969e-5	84.32027
58.5	9.288012e-5	69.52616
59	9.292603e-5	54.74718
59.5	9.265505e-5	39.87339
60	9.257885e-5	25.18668
60.5	9.23794e-5	10.35768
61	9.246239e-5	-4.375218
61.5	9.227881e-5	-19.14875
62	9.219442e-5	-33.92709
62.5	9.214356e-5	-48.70683
63	9.186711e-5	-63.44907
63.5	9.169846e-5	-78.1926
64	9.14511e-5	-93.02065
64.5	9.123754e-5	-107.5389
65	9.107563e-5	-122.5501
65.5	9.097626e-5	-137.2433
66	9.074609e-5	-152.0648
