Source File Name:	3,2
Signal:	FFT - Vib Velocity - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ m/s ]	[ ° ]
10	7.378481	65.87551
10.5	7.824185	54.09328
11	8.895416	34.53043
11.5	8.383975	20.64969
12	9.902112	5.756964
12.5	8.638707	-22.96085
13	9.293332	-33.54942
13.5	9.540016	-51.65221
14	10.61375	-79.66154
14.5	10.52412	-100.1336
15	9.849395	-117.6086
15.5	10.38237	-140.4944
16	10.67576	-162.4263
16.5	10.53746	170.0635
17	9.624463	140.9732
17.5	9.110196	115.9733
18	9.250028	86.52026
18.5	9.854053	70.00658
19	11.30449	30.43476
19.5	12.16474	-9.837531
20	15.19656	-42.82765
20.5	17.23312	-78.4566
21	19.4504	-115.3034
21.5	22.15607	-146.185
22	22.88495	-177.3199
22.5	21.685	145.6674
23	23.22188	119.4766
23.5	22.48508	97.66641
24	21.55196	75.43658
24.5	20.85441	55.32038
25	20.14839	31.34513
25.5	20.74738	12.94341
26	20.46483	-4.963901
26.5	20.69772	-23.49695
27	20.85759	-41.19375
27.5	21.42297	-60.12437
28	21.54362	-78.73653
28.5	21.76188	-96.69238
29	21.97442	-113.7877
29.5	22.04957	-132.4459
30	22.09834	-150.0735
30.5	22.40492	-167.2475
31	22.29214	175.5798
31.5	22.82997	157.9021
32	22.71681	140.9764
32.5	22.85203	123.0121
33	22.87689	106.6007
33.5	23.09027	89.55622
34	23.40128	72.27633
34.5	23.36596	55.952
35	23.81536	39.14511
35.5	23.92636	21.60382
36	23.97759	5.237058
36.5	24.24798	-12.62671
37	24.46432	-28.98675
37.5	24.63717	-45.68046
38	25.06357	-63.20213
38.5	25.0378	-80.06182
39	25.25084	-97.35809
39.5	25.77042	-115.0146
40	25.66339	-131.8131
40.5	25.71095	-148.4045
41	25.83172	-166.4582
41.5	25.59293	176.4586
42	25.83232	158.9137
42.5	25.91619	141.6065
43	25.61119	124.684
43.5	25.38386	107.7436
44	25.15576	90.79437
44.5	24.93564	74.05192
45	25.27384	57.42342
45.5	25.15268	40.37762
46	24.85699	23.64614
46.5	25.01573	6.762331
47	24.65595	-10.4652
47.5	24.71157	-27.14234
48	24.94862	-43.84091
48.5	24.63681	-61.28947
49	25.01936	-76.66236
49.5	24.34	-94.39027
50	24.32721	-111.6675
50.5	24.33229	-128.5429
51	24.40157	-145.799
51.5	24.04803	-162.7225
52	24.04729	-178.7164
52.5	23.94294	163.7143
53	23.63593	146.2013
53.5	23.74837	129.8204
54	23.8975	112.4623
54.5	23.51509	94.64619
55	23.3598	78.23739
55.5	23.30631	60.31174
56	23.05963	43.03414
56.5	23.07606	25.9168
57	22.89195	9.215649
57.5	22.66959	-7.648372
58	22.74288	-25.39926
58.5	22.49752	-43.7935
59	22.15871	-61.1475
59.5	22.40736	-78.4248
60	21.98445	-96.07797
60.5	21.6398	-112.9523
61	21.63408	-130.8106
61.5	21.24595	-148.7379
62	21.39816	-166.2456
62.5	21.31238	175.9463
63	20.9087	158.1014
63.5	20.55952	140.7338
64	20.65453	122.4789
64.5	20.41099	103.3962
65	20.40318	86.60725
65.5	20.48589	68.39455
66	19.94971	50.15133
66.5	19.70002	31.96915
67	19.74311	12.62225
67.5	19.64191	-5.816023
68	19.66431	-23.50997
68.5	19.61179	-42.21091
69	19.16778	-61.15997
69.5	19.15127	-79.58928
70	19.42542	-99.29166
70.5	19.14087	-118.3332
71	19.30712	-136.3034
71.5	19.24557	-156.2041
72	19.03197	-175.8152
72.5	19.27227	164.6076
73	19.43608	144.3144
73.5	19.22093	125.9825
74	19.59502	107.3271
74.5	19.62638	86.80306
75	19.72563	66.73502
75.5	20.27733	46.39051
76	20.63046	25.78398
76.5	20.717	6.825315
77	20.93995	-12.80814
77.5	21.33598	-33.51818
78	21.67192	-53.82778
78.5	22.43874	-73.87129
79	22.90923	-94.11153
79.5	22.99875	-113.4929
80	23.73441	-134.0239
80.5	24.44447	-154.8852
81	25.19282	-175.0826
81.5	26.12891	164.9368
82	26.50968	144.8971
82.5	26.95332	124.7237
83	27.98077	104.0765
83.5	28.7023	83.0352
84	29.42852	63.10357
84.5	30.45374	43.46079
85	30.88861	22.87603
85.5	31.58354	2.758999
86	32.66432	-17.67756
86.5	33.48204	-38.64783
87	34.28767	-58.41872
87.5	34.9847	-78.83829
88	35.40867	-100.0568
88.5	35.79488	-120.1977
89	36.76336	-140.9558
89.5	37.25499	-161.4525
90	37.49312	178.7928
90.5	37.67111	157.9039
91	37.83472	136.9613
91.5	37.862	116.1408
92	38.22835	95.62379
92.5	37.85215	75.48605
93	37.19622	55.50096
93.5	37.10037	34.91423
94	36.46914	14.31954
94.5	36.13118	-5.5121
95	35.84788	-25.28262
95.5	34.7559	-45.11893
96	34.13327	-64.89407
96.5	33.58422	-84.76157
97	33.06731	-104.6629
97.5	32.5788	-123.486
98	32.26894	-142.5543
98.5	31.4415	-162.6814
99	30.96999	177.7428
99.5	30.69358	156.953
100	30.16152	136.5235
100.5	29.62936	117.1609
101	28.87827	96.75608
101.5	27.799	75.93784
102	26.91942	55.13407
102.5	26.29307	33.73634
103	24.98208	13.05812
103.5	23.71492	-6.566921
104	22.48879	-28.56104
104.5	20.78148	-49.96389
105	19.71764	-70.72449
105.5	18.38854	-91.05451
106	16.75805	-110.4681
106.5	15.08089	-129.9373
107	13.83683	-150.6567
107.5	12.80744	-171.7045
108	11.7492	168.6328
108.5	10.68182	149.4464
109	9.183105	131.713
109.5	8.106663	112.9139
110	7.194521	92.90737
110.5	6.49219	74.95071
111	6.038195	57.70594
111.5	5.351105	38.81055
112	4.151542	21.83588
112.5	3.691404	3.825125
113	3.336277	-18.36771
113.5	2.795707	-34.84946
114	2.760869	-45.11812
114.5	1.907732	-60.82328
115	1.291189	-72.93394
115.5	0.8983759	-101.061
116	0.7116191	-128.3566
116.5	0.5669478	-120.8017
117	0.8020378	-103.8117
