Source File Name:	20,3
Signal:	FFT - Vib Velocity - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ m/s ]	[ ° ]
10	15.26505	49.0478
10.5	15.41797	32.27142
11	16.46445	15.78342
11.5	16.243	-4.694099
12	16.61716	-21.72631
12.5	18.14303	-37.72441
13	16.28073	-60.53086
13.5	15.70418	-77.21091
14	17.97698	-98.32938
14.5	17.24293	-119.0504
15	18.83153	-141.9468
15.5	17.78775	-160.5537
16	18.45667	178.3386
16.5	19.1196	154.6609
17	19.9538	131.8936
17.5	21.51473	106.8177
18	23.02231	77.08456
18.5	18.79351	52.72108
19	24.05312	20.85667
19.5	25.29509	-17.77164
20	24.25105	-53.00723
20.5	23.712	-90.07509
21	22.00905	-124.2792
21.5	19.82686	-154.4091
22	15.34629	174.084
22.5	14.92385	151.8381
23	13.74035	129.7541
23.5	12.15238	107.2943
24	11.56027	82.70962
24.5	10.71323	65.80871
25	11.55849	41.36673
25.5	10.83357	25.38945
26	10.56301	9.105438
26.5	11.0203	-10.34709
27	10.9178	-27.90856
27.5	11.07151	-45.42306
28	10.97385	-62.34745
28.5	11.27364	-79.94193
29	11.17146	-97.05933
29.5	11.13863	-114.7181
30	11.21709	-130.8755
30.5	11.21023	-147.9113
31	11.04158	-163.1412
31.5	11.17511	-179.605
32	11.12685	163.8753
32.5	10.94406	148.1524
33	11.14889	132.4242
33.5	11.01961	115.4271
34	11.11539	100.3294
34.5	11.22421	83.91198
35	11.29673	68.47732
35.5	11.58855	52.74741
36	11.44704	36.43619
36.5	11.66405	21.33378
37	12.00168	5.094477
37.5	11.99564	-10.17387
38	12.25821	-26.92807
38.5	12.33287	-44.02763
39	12.27735	-60.03775
39.5	12.31206	-76.43186
40	12.10543	-93.23262
40.5	12.03565	-108.0272
41	12.25061	-124.6203
41.5	12.04859	-140.8558
42	12.04096	-156.7645
42.5	12.10954	-172.078
43	11.94384	171.155
43.5	11.96653	155.9551
44	11.68773	139.4939
44.5	11.68268	124.7331
45	11.67807	107.8847
45.5	11.23437	92.39153
46	11.2873	78.03531
46.5	11.33217	61.42117
47	11.21513	45.70697
47.5	11.14643	29.52298
