Source File Name:	7,2
Signal:	FFT - Ref1 Force - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ N ]	[ ° ]
10	8.399457e-5	68.15897
10.5	8.258387e-5	53.12327
11	8.34524e-5	38.34052
11.5	8.230261e-5	23.58259
12	8.365806e-5	9.530905
12.5	8.245007e-5	-5.671305
13	8.381738e-5	-20.04689
13.5	8.337952e-5	-34.57054
14	8.323931e-5	-49.02185
14.5	8.409587e-5	-63.01631
15	8.37659e-5	-77.97495
15.5	8.460726e-5	-92.2895
16	8.433557e-5	-106.6521
16.5	8.450115e-5	-121.4215
17	8.46228e-5	-135.8677
17.5	8.419284e-5	-150.1444
18	8.44001e-5	-164.7795
18.5	8.424227e-5	-179.475
19	8.391488e-5	166.6048
19.5	8.389096e-5	151.5519
20	8.400976e-5	137.7985
20.5	8.39491e-5	122.6168
21	8.389675e-5	108.6959
21.5	8.396319e-5	93.75101
22	8.365944e-5	79.33067
22.5	8.381824e-5	64.65633
23	8.30799e-5	50.31355
23.5	8.372445e-5	35.56252
24	8.29228e-5	21.16809
24.5	8.335366e-5	6.155076
25	8.277626e-5	-7.92208
25.5	8.325481e-5	-22.54652
26	8.297402e-5	-37.06408
26.5	8.314023e-5	-51.5863
27	8.285637e-5	-66.16148
27.5	8.295765e-5	-80.70692
28	8.297367e-5	-95.45158
28.5	8.268184e-5	-109.6213
29	8.306949e-5	-124.4328
29.5	8.242128e-5	-138.4703
30	8.262368e-5	-153.4526
30.5	8.243436e-5	-167.7231
31	8.249468e-5	177.7432
31.5	8.198935e-5	163.1927
32	8.227969e-5	148.478
32.5	8.223122e-5	134.1331
33	8.193739e-5	119.3157
33.5	8.164254e-5	104.898
34	8.151347e-5	90.16515
34.5	8.130194e-5	75.98728
35	8.135611e-5	61.01491
35.5	8.114804e-5	46.56483
36	8.072583e-5	31.95798
36.5	8.098334e-5	17.60409
37	8.086899e-5	2.967165
37.5	8.079055e-5	-11.62867
38	8.052972e-5	-26.07468
38.5	8.040565e-5	-40.63195
39	8.055677e-5	-55.17916
