Source File Name:	6,2
Signal:	FFT - Ref1 Force - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ N ]	[ ° ]
10	9.14906e-5	73.43424
10.5	9.187379e-5	59.06058
11	9.10943e-5	44.69125
11.5	9.220826e-5	30.29104
12	9.243313e-5	16.58412
12.5	9.311883e-5	1.638343
13	9.360829e-5	-11.87888
13.5	9.324407e-5	-26.76414
14	9.373733e-5	-40.75356
14.5	9.356151e-5	-55.1753
15	9.351277e-5	-68.75268
15.5	9.346298e-5	-83.27871
16	9.36349e-5	-97.10268
16.5	9.381159e-5	-111.1946
17	9.364855e-5	-125.1179
17.5	9.301158e-5	-139.5179
18	9.321921e-5	-153.5438
18.5	9.305231e-5	-167.5497
19	9.292347e-5	178.2976
19.5	9.210397e-5	163.7722
20	9.231179e-5	149.658
20.5	9.217672e-5	135.5385
21	9.225526e-5	121.0233
21.5	9.188401e-5	106.5508
22	9.171143e-5	92.29829
22.5	9.189312e-5	78.00591
23	9.172275e-5	63.6737
23.5	9.141587e-5	49.40689
24	9.167878e-5	34.72232
24.5	9.175021e-5	20.81803
25	9.161582e-5	6.651868
25.5	9.194776e-5	-7.854358
26	9.195625e-5	-22.11628
26.5	9.177163e-5	-36.2063
27	9.185488e-5	-50.15769
27.5	9.184447e-5	-64.68494
28	9.182502e-5	-78.86377
28.5	9.172645e-5	-92.82861
29	9.159906e-5	-107.0526
29.5	9.166743e-5	-121.4175
30	9.138744e-5	-135.6875
30.5	9.145336e-5	-149.6824
31	9.103642e-5	-164.0308
31.5	9.091397e-5	-178.1803
32	9.067126e-5	167.6033
32.5	9.082421e-5	153.2188
33	9.040962e-5	139.0975
33.5	9.01294e-5	124.6635
34	9.032242e-5	110.4467
34.5	9.007977e-5	96.17686
35	8.986116e-5	81.86547
35.5	8.982017e-5	67.53462
36	8.995732e-5	53.31522
36.5	8.991902e-5	39.03009
37	8.959977e-5	24.72477
37.5	8.993704e-5	10.42082
38	8.98726e-5	-3.710314
38.5	8.954425e-5	-17.96979
39	8.973245e-5	-32.21373
39.5	8.96903e-5	-46.45923
40	8.972285e-5	-60.70321
40.5	8.947289e-5	-74.85114
41	8.949948e-5	-89.08069
41.5	8.924742e-5	-103.4005
42	8.927138e-5	-117.4803
42.5	8.901548e-5	-131.6623
43	8.876077e-5	-146.1351
43.5	8.86675e-5	-160.2657
44	8.842094e-5	-174.3802
44.5	8.837241e-5	171.3177
45	8.799772e-5	157.0031
45.5	8.76557e-5	142.7257
46	8.774195e-5	128.3672
46.5	8.768239e-5	114.1616
47	8.727548e-5	99.84393
47.5	8.73925e-5	85.49688
48	8.730938e-5	71.41514
48.5	8.695525e-5	57.04986
49	8.692376e-5	42.76926
49.5	8.67734e-5	28.44153
50	8.677653e-5	14.27535
50.5	8.67109e-5	-0.04595411
51	8.672551e-5	-14.26137
51.5	8.650902e-5	-28.5162
52	8.657734e-5	-42.56863
52.5	8.651217e-5	-56.84575
53	8.626389e-5	-71.06938
53.5	8.61561e-5	-85.33321
54	8.605775e-5	-99.49664
54.5	8.591321e-5	-113.7313
55	8.584953e-5	-127.9704
55.5	8.56685e-5	-142.2666
56	8.543073e-5	-156.4812
56.5	8.524591e-5	-170.5887
57	8.507178e-5	174.9992
57.5	8.484036e-5	160.786
58	8.465431e-5	146.4568
58.5	8.465257e-5	132.3982
59	8.433231e-5	117.9331
59.5	8.423219e-5	103.6504
60	8.395273e-5	89.49858
60.5	8.391829e-5	75.09033
61	8.367684e-5	60.9506
61.5	8.367097e-5	46.54687
62	8.361095e-5	32.53292
62.5	8.352783e-5	18.14037
63	8.328813e-5	3.851923
63.5	8.311502e-5	-10.31063
64	8.306395e-5	-24.52913
64.5	8.291761e-5	-38.98191
65	8.26895e-5	-53.041
65.5	8.249398e-5	-67.32711
66	8.240571e-5	-81.47636
66.5	8.212084e-5	-95.7155
67	8.202701e-5	-109.9051
67.5	8.180856e-5	-124.2462
68	8.157991e-5	-138.3912
68.5	8.130966e-5	-152.6468
69	8.109263e-5	-166.8666
69.5	8.084136e-5	178.8946
70	8.077321e-5	164.6524
70.5	8.049024e-5	150.4581
71	8.032517e-5	136.0065
71.5	8.006859e-5	121.8114
72	7.990851e-5	107.5838
72.5	7.960528e-5	93.26682
73	7.949187e-5	79.05186
73.5	7.925736e-5	64.78577
74	7.924993e-5	50.55332
