Source File Name:	16,3
Signal:	FFT - Vib Velocity - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ m/s ]	[ ° ]
10	20.5953	45.21622
10.5	20.79367	24.57388
11	20.11924	7.21981
11.5	21.13258	-11.45458
12	19.70652	-31.61093
12.5	22.23776	-47.72775
13	20.63141	-71.00963
13.5	22.44376	-89.39066
14	22.76578	-112.3728
14.5	22.09115	-131.1039
15	24.04485	-152.5065
15.5	22.93296	-175.2135
16	23.7473	164.7595
16.5	24.91352	138.0385
17	24.45669	113.7464
17.5	25.84516	86.92511
18	25.81187	56.77952
18.5	31.25005	26.59529
19	26.75849	-11.4679
19.5	24.1657	-43.87291
20	21.8154	-79.1682
20.5	18.9545	-111.7155
21	15.93898	-142.4678
21.5	14.66954	-168.9376
22	15.94598	159.7001
22.5	11.46478	139.9802
23	10.52263	108.8851
23.5	10.3461	91.07652
24	9.882068	68.08649
24.5	8.696474	55.33673
25	9.28489	30.1602
25.5	9.353974	14.02714
26	9.298664	-4.973464
26.5	9.319472	-23.56953
27	9.168655	-42.55304
27.5	9.221936	-60.48202
28	9.174079	-74.72695
28.5	9.480638	-92.41125
29	9.483097	-109.8026
29.5	9.933427	-126.5011
30	10.12205	-144.3977
30.5	10.21003	-159.4511
31	10.43506	-179.0335
31.5	10.20831	164.7325
32	10.03352	148.8649
32.5	10.34788	133.2941
33	10.60638	116.1167
33.5	10.69286	98.79628
34	11.01232	82.99968
34.5	10.66273	65.27695
35	10.73724	51.10552
35.5	10.98859	35.00105
36	11.26801	18.51499
36.5	11.80645	2.082944
37	11.92009	-15.06151
37.5	12.32644	-32.82101
38	12.25207	-49.57324
38.5	12.5271	-67.37895
39	12.75809	-86.30068
39.5	12.36671	-103.6543
40	12.58225	-121.3807
40.5	12.28304	-138.9555
41	11.95449	-155.641
41.5	11.86327	-172.5961
42	11.292	170.8521
42.5	11.23615	155.1221
43	11.26973	139.147
43.5	11.02642	121.8647
44	10.52384	106.8573
44.5	10.19183	92.41256
45	10.34027	76.09842
45.5	10.32912	60.53401
46	10.34265	44.85255
46.5	10.55612	28.35238
47	10.25618	11.11975
47.5	10.31542	-5.82845
48	10.16558	-23.08393
48.5	9.752261	-39.34177
49	9.876626	-56.00229
49.5	9.395287	-73.08965
50	9.548709	-86.41233
50.5	9.41458	-103.6469
51	9.076261	-119.0684
51.5	9.148954	-136.4221
52	9.031739	-151.2024
52.5	9.565162	-169.2843
53	9.27439	172.974
53.5	8.932149	157.7394
54	8.844714	140.9841
54.5	8.729603	128.3254
55	8.904716	109.9036
55.5	8.720357	92.2112
56	8.611436	76.26605
56.5	8.665467	58.67948
57	8.28931	43.22971
57.5	8.060598	27.01653
58	7.895072	11.46782
58.5	7.762202	-5.962676
59	7.780908	-22.6903
59.5	7.706977	-36.36848
60	7.880992	-54.59281
60.5	7.374622	-71.47523
61	7.132082	-86.11414
61.5	7.39164	-102.8002
62	7.256051	-118.7914
62.5	7.437512	-137.1045
63	7.443934	-155.5033
63.5	7.065539	-171.7409
64	7.226048	172.3651
64.5	6.986899	154.9127
65	6.790832	137.3562
65.5	7.209014	120.9759
66	7.093432	103.1836
66.5	7.122497	86.74609
67	6.99509	71.2272
67.5	7.001351	52.82373
68	7.088761	33.95733
68.5	6.889939	17.54959
69	7.065006	0.8975891
69.5	7.112584	-15.1344
70	7.250427	-32.45826
70.5	7.387474	-50.01638
71	7.173563	-65.85648
71.5	7.652953	-84.42462
72	7.46537	-104.6252
72.5	7.47666	-120.5304
73	7.682732	-135.8793
73.5	7.562411	-151.9711
74	7.59926	-170.7841
74.5	7.76393	172.9302
75	8.310365	153.6346
75.5	8.34136	134.2694
76	7.8943	118.5157
76.5	8.149127	101.7213
77	8.238961	86.0542
77.5	8.407208	68.50499
78	8.762012	49.42759
78.5	8.540262	32.28919
79	9.071968	15.11077
79.5	9.249246	-1.264546
80	9.174134	-18.31423
80.5	9.413437	-35.10527
81	9.682489	-53.25098
81.5	9.870774	-71.50673
82	10.24214	-86.43417
82.5	10.5335	-102.4456
83	10.98629	-119.1515
83.5	11.17988	-135.8357
84	11.82642	-152.6624
84.5	12.28045	-170.4081
85	12.55814	172.3569
85.5	13.24344	155.0252
86	13.27376	138.9443
86.5	13.96507	123.3729
87	14.45508	105.5294
87.5	14.52711	87.72449
88	15.32446	70.93471
88.5	15.71262	54.81332
89	16.52227	38.47755
