Source File Name:	18,3
Signal:	FFT - Vib Velocity - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ m/s ]	[ ° ]
10	14.04525	37.62717
10.5	14.29361	19.17141
11	14.49623	0.9452958
11.5	15.4156	-22.19773
12	14.33559	-37.75565
12.5	16.36561	-55.93654
13	14.45984	-74.73968
13.5	17.43727	-94.56976
14	16.09601	-113.8786
14.5	17.09512	-136.8473
15	18.3912	-159.2551
15.5	18.95546	177.2493
16	18.76672	148.5113
16.5	19.33659	124.2541
17	19.88039	100.2022
17.5	20.1142	70.28756
18	20.31833	36.97815
18.5	19.9478	9.210091
19	18.95217	-33.59135
19.5	19.38064	-75.19914
20	16.0232	-115.5741
20.5	13.34808	-150.5042
21	11.87539	-174.1945
21.5	9.966873	157.2281
22	8.409453	141.5201
22.5	8.692845	120.0293
23	7.549951	80.82091
23.5	7.963989	73.16907
24	8.292627	54.92388
24.5	8.25968	32.85503
25	8.512923	17.77346
25.5	8.65808	3.297993
26	8.642781	-14.72855
26.5	8.758088	-31.50499
27	8.71161	-49.38827
27.5	8.962369	-65.91887
28	9.098779	-85.03356
28.5	8.984056	-100.8226
29	9.249475	-118.2847
29.5	9.342803	-135.9496
30	9.078877	-153.6813
30.5	9.39915	-168.8669
31	9.717066	172.9288
31.5	9.462007	153.4441
32	9.608096	137.5355
32.5	9.519331	119.1063
33	9.611199	102.7834
33.5	9.503443	85.19379
34	9.398784	69.11938
34.5	9.393725	51.73822
35	9.053831	35.97192
35.5	8.936579	19.38283
36	8.756065	4.919913
36.5	8.782604	-9.470468
37	8.881722	-26.18841
37.5	8.938369	-40.38924
38	8.777458	-57.38942
38.5	8.836622	-72.53849
39	8.695134	-88.81567
39.5	8.629182	-103.924
40	8.778825	-118.22
40.5	8.777302	-135.9443
41	8.730339	-152.7029
41.5	8.430763	-167.5488
42	8.460984	177.5387
42.5	8.507916	160.0827
43	8.402156	146.077
43.5	8.417245	127.8248
44	8.298294	113.1706
44.5	8.160356	98.93159
45	8.309785	81.80911
45.5	8.285579	66.41891
46	7.95879	50.24844
46.5	8.222581	36.45641
47	8.246143	19.50115
47.5	8.134951	4.761013
48	8.378795	-11.16692
48.5	8.196074	-26.67546
49	8.151134	-42.91107
49.5	8.293937	-57.27139
50	8.223259	-72.56809
50.5	8.167914	-90.5014
51	8.334258	-106.0723
51.5	7.911634	-124.4853
52	7.841865	-137.4062
52.5	7.928311	-152.7811
53	7.945528	-170.5395
53.5	7.807038	173.1536
54	7.55374	156.9582
54.5	7.600771	140.528
55	7.346938	125.8506
55.5	7.347876	110.9212
56	7.502051	93.19101
56.5	7.043872	78.51369
57	6.903799	63.7677
57.5	7.280788	48.78948
58	7.096694	31.33549
58.5	6.938866	14.97556
59	6.990097	1.320442
59.5	6.696937	-16.26979
60	6.861774	-29.97634
