Source File Name:	15,3
Signal:	FFT - Vib Velocity - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ m/s ]	[ ° ]
10	23.87081	1.397373
10.5	25.31104	-17.61338
11	26.71165	-38.79858
11.5	27.70205	-60.47352
12	29.8892	-81.6461
12.5	31.05198	-104.2839
13	32.52323	-125.7618
13.5	31.54535	-149.3557
14	37.44732	-169.2002
14.5	41.31559	166.6168
15	43.6183	141.8139
15.5	47.74566	114.9349
16	51.11829	88.01247
16.5	53.88092	59.31475
17	55.67419	30.93432
17.5	55.20024	0.7686711
18	51.78684	-29.09215
18.5	40.67831	-59.56105
19	40.49705	-81.04511
19.5	35.03409	-107.0279
20	30.2823	-126.3128
20.5	27.62603	-141.3164
21	26.79665	-160.5728
21.5	23.49211	178.8392
22	24.78409	165.8408
22.5	21.55612	146.8753
23	22.52989	131.1977
23.5	20.72665	112.5403
24	20.24466	94.95838
24.5	20.54356	78.17064
25	19.60819	61.41375
25.5	19.04675	42.21781
26	19.04084	25.9835
26.5	19.1052	7.699678
27	19.2233	-9.874104
27.5	19.07059	-27.94138
28	18.74778	-44.765
28.5	18.81614	-62.05109
29	18.53428	-79.49773
29.5	18.51953	-96.01846
30	18.16495	-114.1237
30.5	17.57948	-130.8059
31	17.32397	-147.724
31.5	16.90825	-163.3595
32	16.32918	-179.2839
32.5	15.95414	164.7109
33	15.92483	149.0113
33.5	15.65461	132.9814
34	15.40337	117.4018
34.5	15.48968	102.6149
35	15.52333	85.79777
35.5	15.37499	71.19243
36	15.83499	55.5126
36.5	15.70275	38.16296
37	15.59854	22.62012
37.5	15.78125	5.972676
38	15.43678	-9.511292
38.5	15.51911	-25.84108
39	15.32186	-42.3997
39.5	15.13977	-57.65388
40	14.84607	-74.56785
40.5	14.73868	-89.39594
41	14.9312	-105.3966
41.5	14.63544	-121.5664
42	14.58911	-137.1558
42.5	14.69442	-153.3255
43	14.29734	-168.6229
43.5	14.28733	176.7271
44	14.36749	161.3026
44.5	14.29826	145.9052
45	14.24199	130.1684
45.5	13.98333	115.0812
46	14.17572	99.53899
46.5	13.82994	82.71909
47	13.69534	68.17766
47.5	13.77306	52.66885
48	13.50914	36.7915
48.5	13.58098	21.05254
49	13.42963	5.100599
49.5	13.55749	-9.442883
50	13.49006	-26.03143
50.5	13.37958	-42.25703
51	13.34583	-56.86008
51.5	13.10655	-71.95061
52	13.30767	-87.45199
52.5	13.14655	-102.6004
53	13.06658	-118.1981
53.5	12.99162	-134.2032
54	12.55089	-150.6336
54.5	12.48128	-164.2116
55	12.44734	-179.0156
55.5	12.22842	165.519
56	12.2184	150.0953
56.5	12.11403	134.2992
57	12.14799	119.013
57.5	12.12361	103.0913
58	11.80834	88.4579
58.5	11.92066	73.08333
59	11.74481	58.32014
59.5	11.81087	44.52654
60	11.80034	28.33545
60.5	11.74535	13.82823
61	11.89213	-1.643945
61.5	11.62998	-17.83659
62	11.38541	-32.59684
62.5	11.42091	-47.1952
63	11.36725	-62.28435
63.5	11.4741	-78.41566
64	11.23772	-94.24516
64.5	11.17971	-108.8839
65	11.38598	-124.3872
65.5	11.16133	-139.8849
66	11.38986	-154.6719
66.5	11.16461	-171.2242
67	11.05176	174.6394
67.5	11.22052	159.3026
68	10.88031	143.625
68.5	10.96422	128.789
69	10.84017	113.069
69.5	10.61175	97.83252
70	10.43966	81.9023
70.5	10.27166	66.99312
71	10.2412	51.87587
71.5	9.990633	35.71113
72	9.92006	21.54823
72.5	10.03721	6.063708
73	9.885968	-10.05136
73.5	9.77511	-24.0178
74	9.849931	-39.86958
74.5	9.739501	-54.43729
75	9.460729	-68.84089
75.5	9.581891	-83.60831
76	9.644252	-98.99334
76.5	9.391983	-115.5402
77	9.209254	-128.9951
77.5	9.262669	-144.1682
78	8.917259	-159.3498
78.5	9.004981	-173.887
79	9.005692	170.6309
79.5	8.872455	155.7343
80	9.009245	139.4832
80.5	8.897181	123.5976
81	8.741451	108.6297
81.5	8.680971	93.92257
82	8.803913	78.86172
82.5	8.771636	61.77917
83	8.303699	47.56553
83.5	8.413012	34.34973
84	8.559509	17.81317
84.5	8.237497	2.309236
85	8.187614	-12.96742
85.5	8.006618	-28.35804
86	7.849072	-43.82269
86.5	7.643606	-59.8096
87	7.599591	-74.3468
87.5	7.4031	-90.31007
88	7.243155	-105.3265
88.5	7.304841	-120.4048
89	7.016662	-136.1266
89.5	6.892076	-148.5666
90	7.042039	-164.4869
90.5	6.800385	-179.8958
91	6.752384	167.3831
91.5	6.74428	152.0102
92	6.689558	135.9255
92.5	6.464307	121.0362
93	6.258083	107.5423
93.5	6.371584	91.14592
94	5.980141	74.18577
94.5	5.709517	62.04815
95	5.764756	46.21902
95.5	5.564306	32.47472
96	5.667679	18.30895
96.5	5.611825	1.400938
97	5.543016	-11.92806
97.5	5.578882	-25.93171
98	5.536759	-43.16381
