Source File Name:	10,2,3
Signal:	FFT - Ref1 Force - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ N ]	[ ° ]
20	0.000134388	147.949
20.5	0.0001334617	133.9629
21	0.0001327222	119.246
21.5	0.0001331908	104.6106
22	0.0001333003	90.74274
22.5	0.0001319604	76.16694
23	0.0001326733	61.48319
23.5	0.0001332928	47.56316
24	0.0001319196	33.25573
24.5	0.0001325445	18.4255
25	0.0001330086	4.539773
25.5	0.0001322243	-9.679148
26	0.0001323875	-24.3261
26.5	0.0001326509	-38.42318
27	0.0001327757	-52.58282
27.5	0.0001320701	-66.86684
28	0.0001318995	-81.31299
28.5	0.0001323589	-95.3825
29	0.0001312481	-109.4115
29.5	0.0001312846	-124.0772
30	0.0001314796	-138.1392
30.5	0.0001304	-152.16
31	0.0001299855	-166.7723
31.5	0.0001302178	178.9917
32	0.0001296296	164.9297
32.5	0.0001290174	150.4043
33	0.0001289961	135.9861
33.5	0.0001288754	121.7474
34	0.0001282568	107.5681
34.5	0.0001276496	92.99603
35	0.0001281822	78.64011
35.5	0.0001276977	64.58835
36	0.0001271972	49.91605
36.5	0.0001274052	35.62186
37	0.0001272464	21.57411
37.5	0.0001267905	7.141753
38	0.0001268687	-7.209672
38.5	0.0001267952	-21.36978
39	0.0001263782	-35.62883
39.5	0.0001262709	-49.96839
40	0.0001261428	-64.23232
40.5	0.0001258467	-78.34015
41	0.0001253931	-92.63013
41.5	0.0001253008	-107.0099
42	0.0001249749	-121.1049
42.5	0.0001243066	-135.3825
43	0.0001241121	-149.7477
43.5	0.0001236768	-163.9685
44	0.0001230897	-178.1824
44.5	0.0001227647	167.4343
45	0.0001223914	153.2032
45.5	0.0001219737	138.9193
46	0.0001215523	124.4859
46.5	0.0001212585	110.1474
47	0.0001208943	95.92861
47.5	0.0001206093	81.45669
48	0.0001203788	67.09249
48.5	0.0001200944	52.9169
49	0.0001196629	38.60824
49.5	0.0001193671	24.19445
50	0.0001193368	9.984864
