Source File Name:	1,2,3
Signal:	FFT - Ref1 Force - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ N ]	[ ° ]
20	0.0001116284	153.0775
20.5	0.0001121489	138.6571
21	0.0001119379	124.8547
21.5	0.0001114163	110.4526
22	0.000111668	96.26417
22.5	0.0001115557	81.85696
23	0.0001118236	67.69466
23.5	0.0001114805	53.58393
24	0.000111731	39.04582
24.5	0.0001117681	25.03913
25	0.0001118536	10.84639
25.5	0.0001118928	-3.282167
26	0.0001117035	-17.4176
26.5	0.0001120183	-31.7375
27	0.0001119322	-45.70673
27.5	0.0001120453	-59.90635
28	0.000112252	-73.99637
28.5	0.0001118406	-87.9461
29	0.0001122031	-102.0151
29.5	0.0001117301	-116.122
30	0.0001115014	-130.2904
30.5	0.0001116925	-144.4255
31	0.0001112337	-158.6831
31.5	0.0001113354	-172.7733
32	0.0001111646	173.0286
32.5	0.0001109409	158.8813
33	0.0001106459	144.7063
33.5	0.0001105491	130.4291
34	0.0001104689	116.2806
34.5	0.0001104102	102.1283
35	0.0001101528	87.85372
35.5	0.0001100912	73.602
36	0.0001099358	59.47514
36.5	0.0001098942	45.23513
37	0.0001098119	30.99573
37.5	0.0001098278	16.80237
38	0.0001098399	2.61319
38.5	0.0001097898	-11.56332
39	0.0001099246	-25.64037
39.5	0.0001098182	-39.81779
40	0.0001097633	-53.9423
40.5	0.0001098159	-68.11462
41	0.000109666	-82.22095
41.5	0.0001095569	-96.26134
42	0.0001093463	-110.461
42.5	0.000109268	-124.714
43	0.0001092506	-138.6869
43.5	0.0001088845	-152.8521
44	0.0001086427	-166.9993
44.5	0.0001082978	178.7747
45	0.0001083332	164.5373
45.5	0.000108001	150.406
46	0.0001079056	136.1265
46.5	0.0001080252	122.0966
47	0.0001077413	107.8771
47.5	0.0001075469	93.64073
48	0.0001074064	79.3938
48.5	0.0001073812	65.09113
49	0.0001072349	51.05986
49.5	0.0001071224	36.77527
50	0.0001071188	22.6191
50.5	0.0001068958	8.519562
51	0.0001066861	-5.67828
51.5	0.0001066739	-19.94017
52	0.0001065997	-34.08232
52.5	0.0001066391	-48.20245
53	0.000106553	-62.22495
53.5	0.0001062706	-76.37841
54	0.0001062493	-90.5173
54.5	0.0001059807	-104.6982
55	0.0001058903	-118.8288
55.5	0.0001054548	-132.9629
56	0.0001051937	-147.182
56.5	0.0001051796	-161.2876
57	0.000105113	-175.434
57.5	0.0001047671	170.48
58	0.0001045115	156.2548
58.5	0.0001045095	142.0503
59	0.0001042908	127.9486
59.5	0.0001040258	113.851
60	0.0001036333	99.5326
60.5	0.0001035746	85.19424
61	0.0001036657	71.15321
61.5	0.0001034988	56.94537
62	0.0001031731	42.64818
62.5	0.0001032194	28.58314
63	0.000103195	14.40688
63.5	0.0001030115	0.4139208
64	0.0001025266	-13.78156
