Source File Name:	2,2,1
Signal:	FFT - Ref1 Force - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ N ]	[ ° ]
20	0.0001242581	153.1503
20.5	0.0001241533	138.7696
21	0.0001242319	124.7626
21.5	0.0001234489	110.3744
22	0.000124015	96.13787
22.5	0.0001239837	82.06256
23	0.000123677	67.61919
23.5	0.0001239212	53.36518
24	0.0001236921	39.30083
24.5	0.0001240358	25.00454
25	0.000124424	10.84789
25.5	0.0001245269	-3.201116
26	0.0001244952	-17.49907
26.5	0.0001247754	-31.54006
27	0.0001246986	-45.59838
27.5	0.0001246044	-59.73922
28	0.0001248115	-73.6859
28.5	0.0001245882	-87.76792
29	0.0001243779	-102.0179
29.5	0.0001243539	-116.0686
30	0.000124129	-130.1215
30.5	0.0001238629	-144.3054
31	0.0001236332	-158.3092
31.5	0.0001232329	-172.4977
32	0.0001231136	173.2955
32.5	0.0001229042	158.9196
33	0.0001229735	144.8563
33.5	0.0001226569	130.5804
34	0.0001224231	116.446
34.5	0.0001225664	102.3145
35	0.0001221287	87.94604
35.5	0.0001222997	73.77109
36	0.0001226613	59.64185
36.5	0.0001223381	45.3211
37	0.0001223459	31.17132
37.5	0.0001223826	17.07988
38	0.0001224199	2.672461
38.5	0.0001227263	-11.28781
39	0.0001224157	-25.35373
39.5	0.0001224084	-39.61587
40	0.0001224593	-53.71409
40.5	0.0001222981	-67.76128
41	0.0001224549	-81.95286
41.5	0.0001222849	-96.07285
42	0.0001218466	-110.1287
42.5	0.0001215512	-124.3244
43	0.0001215055	-138.5052
43.5	0.0001214516	-152.6493
44	0.0001215302	-166.7222
44.5	0.0001209852	179.1183
45	0.0001205608	164.9902
45.5	0.000120304	150.6751
46	0.0001201737	136.4338
46.5	0.0001201499	122.2559
47	0.0001200653	108.1081
47.5	0.0001198243	93.86111
48	0.0001197954	79.65912
48.5	0.0001195284	65.42175
49	0.000119505	51.23719
49.5	0.0001194598	37.1394
50	0.0001193327	22.82145
50.5	0.0001195566	8.636597
51	0.0001194044	-5.469349
51.5	0.0001193412	-19.73238
52	0.0001194223	-33.77965
52.5	0.0001189704	-47.7984
53	0.000118908	-61.99804
53.5	0.0001190189	-76.09921
54	0.0001185007	-90.17039
54.5	0.0001186495	-104.4702
55	0.0001186661	-118.6088
55.5	0.0001180552	-132.5934
56	0.0001178996	-146.7575
56.5	0.0001177795	-160.9414
57	0.0001173767	-175.0973
57.5	0.0001172614	170.7552
58	0.0001170826	156.6077
58.5	0.0001167552	142.3757
59	0.0001167229	128.1537
59.5	0.0001166217	114.0002
60	0.0001162242	99.81329
60.5	0.0001161716	85.46346
61	0.000115868	71.33129
61.5	0.0001156722	57.28263
62	0.0001157135	42.96254
62.5	0.0001156324	28.8047
63	0.0001154866	14.68113
63.5	0.0001152807	0.3057744
64	0.000115123	-13.75045
64.5	0.0001154486	-27.65383
65	0.0001151363	-41.93286
65.5	0.0001149321	-55.99689
66	0.0001147205	-70.25664
66.5	0.0001144266	-84.48857
67	0.0001143755	-98.51121
67.5	0.0001140727	-112.6955
68	0.0001139829	-126.774
68.5	0.0001139077	-140.8446
69	0.0001135992	-155.0826
69.5	0.0001133786	-169.2918
70	0.0001128995	176.6289
70.5	0.000112708	162.3721
71	0.0001125479	148.1787
71.5	0.0001123426	134.1289
72	0.0001121802	119.9244
72.5	0.0001120725	105.7142
73	0.0001116738	91.52089
73.5	0.0001114202	77.26443
74	0.0001114159	63.13987
74.5	0.0001112286	48.92059
75	0.0001109668	34.78934
75.5	0.0001108996	20.6801
76	0.0001108401	6.433947
76.5	0.0001106669	-7.677199
77	0.0001106081	-21.84948
77.5	0.0001103157	-35.93821
78	0.0001101355	-50.05968
78.5	0.0001099511	-64.26573
79	0.0001098289	-78.39174
79.5	0.0001096875	-92.5169
80	0.0001093733	-106.5825
80.5	0.0001090953	-120.7301
81	0.0001089185	-134.9652
81.5	0.0001085458	-149.0381
82	0.0001082436	-163.1861
82.5	0.0001080377	-177.4675
