Source File Name:	7,2,1
Signal:	FFT - Ref1 Force - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ N ]	[ ° ]
20	0.0001330478	130.0767
20.5	0.0001331335	115.3229
21	0.0001327789	100.4842
21.5	0.0001332894	85.7521
22	0.0001328771	70.92336
22.5	0.0001332291	56.04861
23	0.000132985	41.38358
23.5	0.0001329422	26.45576
24	0.0001337263	12.0196
24.5	0.0001331961	-2.963613
25	0.0001338142	-17.62762
25.5	0.0001333125	-32.42218
26	0.0001339744	-47.23024
26.5	0.0001334928	-61.6405
27	0.0001339199	-76.53931
27.5	0.0001336516	-90.89751
28	0.0001335215	-105.9146
28.5	0.0001338083	-120.4231
29	0.0001331354	-135.1858
29.5	0.0001336404	-149.8801
30	0.0001329422	-164.5843
30.5	0.0001328789	-179.4791
31	0.0001325338	165.9636
31.5	0.0001328367	150.9857
32	0.000132715	136.4
32.5	0.0001323359	121.3984
33	0.000132456	106.8543
33.5	0.0001322589	91.80808
34	0.0001322456	77.11775
34.5	0.0001322296	62.46751
35	0.0001324069	47.65277
35.5	0.0001319747	32.90286
36	0.0001321816	18.10718
36.5	0.0001322181	3.429772
37	0.0001321124	-11.51803
37.5	0.0001322652	-26.07116
38	0.0001321131	-40.91091
38.5	0.0001322217	-55.54652
39	0.0001319409	-70.35534
39.5	0.0001322909	-84.93683
40	0.0001318302	-99.66521
40.5	0.0001319553	-114.3869
41	0.0001314532	-129.1206
41.5	0.0001314033	-143.9686
42	0.0001312432	-158.4986
42.5	0.000131316	-173.3997
43	0.0001310789	171.9427
43.5	0.0001308295	157.1831
44	0.0001310803	142.4669
44.5	0.0001304561	127.7072
45	0.000130707	112.907
45.5	0.0001303719	98.16247
46	0.000130506	83.26595
46.5	0.0001302634	68.67017
47	0.000130102	53.86691
47.5	0.0001304353	39.14219
48	0.0001299736	24.30536
48.5	0.000130203	9.63467
49	0.0001302133	-5.119721
49.5	0.000130266	-20.02396
50	0.000129867	-34.53733
50.5	0.0001298924	-49.33086
51	0.0001298944	-63.96272
51.5	0.0001298749	-78.78229
52	0.00012967	-93.42095
52.5	0.0001295875	-108.1877
53	0.0001295131	-122.9754
53.5	0.0001290534	-137.6438
54	0.0001290185	-152.33
54.5	0.0001290373	-167.0625
55	0.0001288083	178.1346
55.5	0.0001285146	163.4151
56	0.0001284029	148.6018
56.5	0.0001282911	133.8782
57	0.000128194	119.0494
57.5	0.0001282085	104.3008
58	0.0001279209	89.55347
58.5	0.0001277709	74.86815
59	0.000127745	60.0793
59.5	0.0001277286	45.32958
60	0.0001276217	30.56862
60.5	0.0001273902	15.76124
61	0.00012757	0.9797122
61.5	0.0001273493	-13.78452
62	0.0001273147	-28.37181
62.5	0.0001273884	-43.11804
63	0.0001271001	-57.93657
63.5	0.0001270442	-72.43059
64	0.0001271247	-87.16476
64.5	0.0001266399	-102.2289
65	0.0001266472	-116.7962
65.5	0.0001264252	-131.4673
66	0.0001263015	-146.0735
66.5	0.0001262993	-160.9117
67	0.0001259689	-175.6302
67.5	0.0001255482	169.6886
68	0.0001255359	154.8837
68.5	0.000125316	140.1646
69	0.0001252022	125.4262
69.5	0.0001250514	110.6684
70	0.0001248234	95.91549
70.5	0.0001247271	81.16692
71	0.0001244933	66.32079
71.5	0.0001245681	51.52564
72	0.0001242359	36.7805
72.5	0.0001243272	22.12459
73	0.0001243981	7.329056
73.5	0.0001243587	-7.396185
74	0.0001239822	-22.05004
74.5	0.0001238301	-36.8274
75	0.0001237718	-51.47866
75.5	0.0001236377	-66.25861
76	0.0001235842	-81.00735
76.5	0.0001234554	-95.73122
77	0.0001232698	-110.5156
77.5	0.0001230365	-125.1456
78	0.0001229436	-139.8727
78.5	0.0001227598	-154.5877
79	0.000122491	-169.3973
79.5	0.0001223721	175.9122
80	0.000122134	161.1601
80.5	0.0001220733	146.3341
81	0.0001217825	131.6531
81.5	0.0001216002	116.9308
82	0.0001215811	102.0739
82.5	0.0001212032	87.35883
83	0.0001214715	72.6611
83.5	0.0001212311	57.80354
84	0.0001210588	43.05752
84.5	0.000120842	28.47303
85	0.0001206453	13.68463
85.5	0.0001206452	-1.103729
86	0.0001203726	-15.82109
86.5	0.0001203196	-30.51527
87	0.0001202068	-45.24821
87.5	0.0001200212	-60.07358
88	0.0001198387	-74.68083
88.5	0.0001198214	-89.4361
89	0.0001195224	-104.0772
89.5	0.0001193345	-118.7489
90	0.0001192063	-133.5832
90.5	0.0001189117	-148.4079
91	0.0001188061	-163.0283
91.5	0.0001184724	-177.794
92	0.0001183568	167.4501
92.5	0.0001180599	152.7413
93	0.0001179813	137.9925
93.5	0.0001177619	123.2247
94	0.0001175146	108.4628
94.5	0.0001174554	93.84218
95	0.0001171328	78.96779
95.5	0.0001170183	64.22843
96	0.0001169579	49.46254
96.5	0.0001169021	34.66383
97	0.0001165503	20.03804
97.5	0.0001165685	5.259699
98	0.0001163781	-9.477786
98.5	0.0001161516	-24.20066
99	0.0001160859	-38.90757
99.5	0.0001159827	-53.63379
100	0.000115863	-68.35595
100.5	0.0001154411	-83.09123
101	0.0001152804	-97.78699
101.5	0.0001152172	-112.473
102	0.0001150567	-127.1992
102.5	0.0001148852	-141.9694
103	0.0001145117	-156.6913
103.5	0.0001144655	-171.3912
104	0.0001141981	173.8409
104.5	0.0001139063	159.1071
105	0.0001136495	144.4457
105.5	0.0001135273	129.6513
106	0.0001133132	114.8916
106.5	0.0001131602	100.109
107	0.0001131021	85.34206
107.5	0.0001127696	70.61246
108	0.0001126071	55.88099
108.5	0.0001124642	41.23043
109	0.0001122729	26.45111
109.5	0.0001120843	11.73158
110	0.0001119404	-2.956711
110.5	0.0001116258	-17.68472
111	0.0001114592	-32.50467
111.5	0.0001114284	-47.20631
112	0.0001111141	-61.9796
112.5	0.0001109826	-76.61181
113	0.0001110034	-91.35755
113.5	0.0001106097	-106.0145
114	0.0001103961	-120.7436
114.5	0.0001101801	-135.5648
115	0.0001099268	-150.2416
115.5	0.0001096411	-164.9349
116	0.0001094752	-179.675
116.5	0.0001092882	165.6384
117	0.0001090965	150.8789
117.5	0.0001087683	136.0454
118	0.0001087304	121.3221
118.5	0.0001084123	106.5462
119	0.0001082349	91.85767
119.5	0.0001080892	77.15541
120	0.0001077492	62.40285
120.5	0.0001077235	47.65583
121	0.0001074575	32.85325
121.5	0.0001073054	18.17706
122	0.0001069796	3.450031
122.5	0.000107148	-11.35187
123	0.0001066805	-26.02522
123.5	0.0001064747	-40.75055
124	0.0001063704	-55.41852
124.5	0.0001062751	-70.17847
125	0.0001060346	-84.91389
125.5	0.0001058584	-99.63124
126	0.0001055786	-114.3418
126.5	0.0001053884	-129.0145
127	0.0001051043	-143.7801
127.5	0.0001049155	-158.4258
128	0.0001045904	-173.1918
128.5	0.0001041689	172.1844
129	0.0001042469	157.355
129.5	0.0001039644	142.4788
130	0.0001036441	127.7094
130.5	0.0001035611	113.1248
131	0.0001034203	98.34046
131.5	0.0001030558	83.61803
132	0.0001029686	68.88912
132.5	0.0001026789	54.18143
133	0.0001025454	39.45419
133.5	0.0001021809	24.63169
134	0.0001021475	10.02595
134.5	0.0001020411	-4.749039
135	0.0001018433	-19.4781
135.5	0.0001015175	-34.13384
136	0.0001014932	-48.84217
136.5	0.0001011484	-63.62265
137	0.0001009517	-78.26455
137.5	0.0001007575	-93.00626
138	0.0001004724	-107.7154
138.5	0.0001002039	-122.4483
139	9.995542e-5	-137.151
139.5	9.970038e-5	-151.8728
140	9.963734e-5	-166.585
140.5	9.935252e-5	178.6709
141	9.918399e-5	163.9191
141.5	9.884541e-5	149.2502
142	9.854861e-5	134.5186
142.5	9.837118e-5	119.8028
143	9.816056e-5	105.0908
143.5	9.789658e-5	90.30867
144	9.761142e-5	75.49393
144.5	9.742776e-5	60.7443
145	9.730164e-5	46.01382
145.5	9.708683e-5	31.31453
146	9.708997e-5	16.71479
146.5	9.673523e-5	1.985724
147	9.641791e-5	-12.7774
147.5	9.630505e-5	-27.46352
148	9.610093e-5	-42.25784
148.5	9.574134e-5	-57.03035
149	9.564446e-5	-71.6091
149.5	9.546338e-5	-86.29171
150	9.520626e-5	-101.018
150.5	9.49307e-5	-115.7909
151	9.470077e-5	-130.4224
151.5	9.443009e-5	-145.1808
152	9.41917e-5	-159.9595
152.5	9.392833e-5	-174.5378
153	9.373246e-5	170.7369
153.5	9.348352e-5	155.952
154	9.305971e-5	141.2699
154.5	9.295413e-5	126.5503
155	9.267214e-5	111.7882
155.5	9.259304e-5	96.96586
156	9.235635e-5	82.19698
156.5	9.211152e-5	67.57194
157	9.19e-5	52.82744
157.5	9.177973e-5	38.13375
158	9.155012e-5	23.41
158.5	9.127052e-5	8.734824
159	9.115734e-5	-5.974454
159.5	9.099219e-5	-20.63494
160	9.070076e-5	-35.43233
160.5	9.03644e-5	-50.09232
161	9.038162e-5	-64.8074
161.5	8.998393e-5	-79.48228
162	8.961095e-5	-94.14286
162.5	8.943797e-5	-108.8754
163	8.932377e-5	-123.6542
163.5	8.89006e-5	-138.2928
164	8.862837e-5	-153.0463
164.5	8.85254e-5	-167.7915
165	8.81903e-5	177.5047
165.5	8.787041e-5	162.8284
166	8.77874e-5	148.1108
166.5	8.755391e-5	133.2991
167	8.734014e-5	118.6508
167.5	8.719732e-5	103.859
168	8.680996e-5	89.17368
168.5	8.669612e-5	74.47358
169	8.649225e-5	59.78405
169.5	8.62592e-5	45.03964
170	8.606564e-5	30.31584
170.5	8.590818e-5	15.64334
171	8.55798e-5	0.973368
171.5	8.54163e-5	-13.73075
172	8.518756e-5	-28.4381
172.5	8.487399e-5	-43.17118
173	8.464277e-5	-57.86124
173.5	8.439425e-5	-72.54223
174	8.410554e-5	-87.32401
174.5	8.392044e-5	-102.0048
175	8.389224e-5	-116.6637
175.5	8.35646e-5	-131.397
176	8.316394e-5	-146.0271
176.5	8.316257e-5	-160.7703
177	8.281221e-5	-175.5525
177.5	8.24276e-5	169.8132
178	8.22586e-5	155.1232
178.5	8.204267e-5	140.3839
179	8.183443e-5	125.6046
179.5	8.159976e-5	110.8862
180	8.137904e-5	96.26937
180.5	8.113289e-5	81.56559
181	8.089594e-5	66.84753
181.5	8.05483e-5	52.16069
182	8.044731e-5	37.40509
182.5	8.026406e-5	22.65425
183	8.005898e-5	7.967307
183.5	7.980638e-5	-6.769015
184	7.958739e-5	-21.43369
184.5	7.93657e-5	-36.04291
185	7.917394e-5	-50.83676
185.5	7.895821e-5	-65.58709
186	7.872401e-5	-80.14726
186.5	7.841329e-5	-94.86314
187	7.819588e-5	-109.5807
187.5	7.803236e-5	-124.2164
188	7.777114e-5	-138.9528
188.5	7.75618e-5	-153.7266
189	7.724133e-5	-168.3148
189.5	7.688254e-5	177.0441
190	7.678004e-5	162.1926
190.5	7.652138e-5	147.4919
191	7.616238e-5	132.7946
191.5	7.606209e-5	118.0459
192	7.583601e-5	103.3265
192.5	7.566559e-5	88.71815
193	7.539413e-5	73.97083
193.5	7.517476e-5	59.38282
194	7.499634e-5	44.56135
194.5	7.471369e-5	29.86905
195	7.455827e-5	15.17979
195.5	7.436801e-5	0.4885667
196	7.408715e-5	-14.22466
196.5	7.394702e-5	-28.84751
197	7.374113e-5	-43.49078
197.5	7.33143e-5	-58.27471
198	7.320947e-5	-72.86008
198.5	7.295809e-5	-87.62479
199	7.276992e-5	-102.2876
199.5	7.25697e-5	-117.005
200	7.222489e-5	-131.7128
200.5	7.192096e-5	-146.3942
201	7.182774e-5	-160.972
201.5	7.151525e-5	-175.8012
202	7.118344e-5	169.6141
202.5	7.111715e-5	154.6981
203	7.081469e-5	140.0453
203.5	7.063869e-5	125.4277
204	7.035198e-5	110.667
204.5	7.007812e-5	96.04482
205	6.993208e-5	81.38833
205.5	6.98264e-5	66.60442
206	6.947328e-5	51.86116
206.5	6.943123e-5	37.28801
207	6.906521e-5	22.50877
207.5	6.894395e-5	7.828332
208	6.869002e-5	-6.715305
208.5	6.850695e-5	-21.39343
209	6.827839e-5	-36.15503
209.5	6.785397e-5	-50.84925
210	6.757424e-5	-65.45435
210.5	6.762597e-5	-80.17461
211	6.737146e-5	-94.90802
211.5	6.699484e-5	-109.5109
212	6.696126e-5	-124.2034
212.5	6.668784e-5	-138.8308
213	6.632823e-5	-153.5394
213.5	6.620821e-5	-168.2234
214	6.596705e-5	177.038
214.5	6.576059e-5	162.3818
215	6.55273e-5	147.5869
215.5	6.512581e-5	133.0079
216	6.49213e-5	118.2865
216.5	6.488986e-5	103.6181
217	6.468323e-5	88.82325
217.5	6.425783e-5	74.24308
218	6.414534e-5	59.44168
218.5	6.398561e-5	44.64121
219	6.367701e-5	30.17228
219.5	6.345425e-5	15.63241
220	6.335009e-5	0.8396203
220.5	6.321093e-5	-13.88601
221	6.299643e-5	-28.55946
221.5	6.266389e-5	-43.27607
222	6.24529e-5	-57.90343
222.5	6.226148e-5	-72.61639
223	6.19671e-5	-87.23454
223.5	6.181622e-5	-101.8425
224	6.158164e-5	-116.5634
224.5	6.132112e-5	-131.3618
225	6.115461e-5	-145.9571
225.5	6.095525e-5	-160.5715
226	6.078375e-5	-175.2859
226.5	6.042366e-5	170.094
227	6.025749e-5	155.4009
227.5	6.003865e-5	140.804
228	5.97883e-5	125.9868
228.5	5.959136e-5	111.3422
229	5.929376e-5	96.5548
229.5	5.919439e-5	81.87992
230	5.900645e-5	67.1078
230.5	5.885791e-5	52.51469
231	5.868497e-5	37.93213
231.5	5.842428e-5	23.22864
232	5.823738e-5	8.624504
232.5	5.803305e-5	-5.960021
233	5.775847e-5	-20.71558
233.5	5.761267e-5	-35.59411
234	5.740813e-5	-50.20831
234.5	5.709204e-5	-64.63868
235	5.705974e-5	-79.29959
235.5	5.672582e-5	-94.0314
236	5.649752e-5	-108.633
236.5	5.648019e-5	-123.4476
237	5.607626e-5	-138.1342
237.5	5.580481e-5	-152.6518
238	5.567164e-5	-167.2973
238.5	5.544411e-5	178.0139
239	5.531441e-5	163.2832
239.5	5.495328e-5	148.5388
240	5.491597e-5	133.8752
240.5	5.470498e-5	119.3032
241	5.441757e-5	104.546
241.5	5.424361e-5	89.92998
242	5.408593e-5	75.33558
242.5	5.394241e-5	60.62457
243	5.36123e-5	45.90916
243.5	5.343299e-5	31.18579
244	5.318411e-5	16.55008
244.5	5.31887e-5	1.896637
245	5.300567e-5	-12.66984
245.5	5.268759e-5	-27.45617
246	5.250742e-5	-41.94618
246.5	5.241464e-5	-56.57024
247	5.212736e-5	-71.31608
247.5	5.170756e-5	-86.01786
248	5.170886e-5	-100.4676
248.5	5.153806e-5	-115.2337
249	5.126683e-5	-129.9856
249.5	5.099619e-5	-144.4899
250	5.098258e-5	-159.0448
250.5	5.06331e-5	-173.827
251	5.039265e-5	171.4197
251.5	5.018959e-5	156.697
252	4.996981e-5	142.1498
252.5	4.995618e-5	127.4756
253	4.96874e-5	112.8324
253.5	4.950749e-5	98.15507
254	4.922774e-5	83.64697
254.5	4.902949e-5	68.85926
255	4.889207e-5	54.27789
255.5	4.876018e-5	39.57599
256	4.859249e-5	24.82005
256.5	4.831277e-5	10.22995
257	4.806173e-5	-4.589111
257.5	4.815136e-5	-19.01534
258	4.786964e-5	-33.72268
258.5	4.773965e-5	-48.34611
259	4.747317e-5	-62.89514
259.5	4.729798e-5	-77.51099
260	4.705331e-5	-92.11126
260.5	4.681639e-5	-106.9397
261	4.666274e-5	-121.4828
261.5	4.637748e-5	-136.0877
262	4.636982e-5	-150.8341
262.5	4.611009e-5	-165.4392
263	4.597422e-5	179.9211
263.5	4.576111e-5	165.2952
264	4.557638e-5	150.7142
264.5	4.538026e-5	136.0167
265	4.513457e-5	121.2707
265.5	4.497302e-5	106.5655
266	4.478982e-5	92.08175
266.5	4.466804e-5	77.41697
267	4.453325e-5	62.70056
267.5	4.432363e-5	48.02396
268	4.404174e-5	33.39812
268.5	4.409362e-5	18.86949
269	4.384684e-5	4.180873
269.5	4.365169e-5	-10.50033
270	4.350641e-5	-24.90194
270.5	4.322078e-5	-39.55516
271	4.302513e-5	-54.20601
271.5	4.298353e-5	-68.84495
272	4.274029e-5	-83.59978
272.5	4.248954e-5	-98.21112
273	4.243263e-5	-112.9841
273.5	4.214486e-5	-127.4139
274	4.200956e-5	-142.0094
274.5	4.1826e-5	-156.7092
275	4.154697e-5	-171.4374
275.5	4.148195e-5	173.9609
276	4.136545e-5	159.1809
276.5	4.109515e-5	144.5972
277	4.094364e-5	130.2034
277.5	4.087941e-5	115.5134
278	4.069697e-5	100.9622
278.5	4.051517e-5	86.12363
279	4.032252e-5	71.59947
279.5	4.016918e-5	56.85067
280	3.982529e-5	42.23326
280.5	3.979226e-5	27.62214
281	3.975452e-5	13.15808
281.5	3.960471e-5	-1.572451
282	3.92251e-5	-16.17928
282.5	3.923272e-5	-30.59455
283	3.908237e-5	-45.4553
283.5	3.890807e-5	-60.10017
284	3.870452e-5	-74.63023
284.5	3.858368e-5	-89.2142
285	3.839821e-5	-103.7073
285.5	3.822585e-5	-118.4548
286	3.803605e-5	-133.1876
286.5	3.786379e-5	-147.6077
287	3.770142e-5	-162.3121
287.5	3.741237e-5	-176.9378
288	3.722679e-5	168.5248
288.5	3.7209e-5	153.8468
289	3.691687e-5	139.1366
289.5	3.68647e-5	124.6035
290	3.674884e-5	109.7394
290.5	3.652005e-5	95.28914
291	3.643898e-5	80.66727
291.5	3.6225e-5	65.8414
292	3.619317e-5	51.45341
292.5	3.598833e-5	36.75834
293	3.575114e-5	22.09111
293.5	3.558487e-5	7.662112
294	3.558436e-5	-6.894893
294.5	3.536199e-5	-21.50111
295	3.534057e-5	-36.19678
295.5	3.515964e-5	-51.09462
296	3.491635e-5	-65.33259
296.5	3.47639e-5	-79.81094
297	3.460341e-5	-94.6205
297.5	3.448464e-5	-109.1096
298	3.442181e-5	-123.816
298.5	3.407342e-5	-138.5648
299	3.398349e-5	-152.9288
299.5	3.395875e-5	-167.458
300	3.370052e-5	177.8848
300.5	3.345921e-5	163.349
301	3.337421e-5	148.625
301.5	3.333228e-5	133.9865
302	3.310167e-5	119.2907
302.5	3.290411e-5	104.4984
303	3.275257e-5	90.18377
303.5	3.260391e-5	75.49669
304	3.25706e-5	60.93861
304.5	3.246481e-5	46.13459
305	3.23492e-5	31.53134
305.5	3.224661e-5	17.08612
306	3.209239e-5	2.560123
306.5	3.190565e-5	-11.8311
307	3.168498e-5	-26.46664
307.5	3.161151e-5	-41.22254
308	3.141819e-5	-55.77752
308.5	3.129439e-5	-70.36893
309	3.109225e-5	-84.99275
309.5	3.093664e-5	-99.52433
310	3.090512e-5	-114.1537
310.5	3.070178e-5	-128.7532
311	3.055918e-5	-143.3175
311.5	3.049018e-5	-157.8989
312	3.039069e-5	-172.6197
312.5	3.016422e-5	172.8251
313	3.000375e-5	158.2883
313.5	2.997461e-5	143.6155
314	2.967967e-5	129.0706
314.5	2.969349e-5	114.3873
315	2.95885e-5	99.52538
315.5	2.936062e-5	85.31023
316	2.927917e-5	70.77757
316.5	2.925433e-5	56.19104
317	2.908261e-5	41.54001
317.5	2.8997e-5	26.70758
318	2.881006e-5	12.19412
318.5	2.867322e-5	-2.191113
319	2.859781e-5	-16.88658
319.5	2.845913e-5	-31.39915
320	2.835762e-5	-45.74008
320.5	2.818926e-5	-60.32278
321	2.812353e-5	-74.91722
321.5	2.785656e-5	-89.82355
322	2.782438e-5	-104.1747
322.5	2.767073e-5	-118.7348
323	2.744209e-5	-133.397
323.5	2.736589e-5	-147.6954
324	2.730657e-5	-162.8562
324.5	2.717924e-5	-177.2075
325	2.712039e-5	168.3639
325.5	2.702154e-5	153.7653
326	2.660458e-5	139.2671
326.5	2.664785e-5	124.6718
327	2.65344e-5	110.0437
327.5	2.640796e-5	95.30923
328	2.631434e-5	80.61256
328.5	2.622323e-5	65.73645
329	2.62299e-5	51.42092
329.5	2.600633e-5	37.01902
330	2.599051e-5	22.35467
330.5	2.580245e-5	7.874388
331	2.565436e-5	-6.439552
331.5	2.559728e-5	-20.99521
332	2.546035e-5	-35.67308
332.5	2.529146e-5	-50.27485
333	2.516107e-5	-65.00328
333.5	2.500693e-5	-79.47211
334	2.497547e-5	-93.80984
334.5	2.488071e-5	-108.3397
335	2.470497e-5	-123.0223
335.5	2.460891e-5	-137.8394
336	2.437507e-5	-152.3878
336.5	2.430655e-5	-166.6924
337	2.425641e-5	178.7902
337.5	2.413189e-5	163.9615
338	2.397842e-5	149.4136
338.5	2.396873e-5	134.8266
339	2.387591e-5	120.1805
339.5	2.368487e-5	105.612
340	2.366778e-5	91.50068
340.5	2.361017e-5	76.48962
341	2.341242e-5	62.11539
341.5	2.343613e-5	47.54325
342	2.320656e-5	32.6084
342.5	2.309625e-5	18.63927
343	2.303312e-5	4.003132
343.5	2.297716e-5	-10.7709
344	2.285964e-5	-25.35167
344.5	2.281053e-5	-39.98951
345	2.261109e-5	-54.24012
345.5	2.252182e-5	-68.73901
346	2.237223e-5	-83.32259
346.5	2.232073e-5	-97.78625
347	2.225806e-5	-112.4279
347.5	2.204606e-5	-127.1824
348	2.199727e-5	-141.8033
348.5	2.192518e-5	-156.258
349	2.17139e-5	-170.8132
349.5	2.168332e-5	174.6568
350	2.160182e-5	160.0436
