Source File Name:	1,1,1
Signal:	FFT - Ref1 Voltage - Magnitude

Frequency	Magnitude
[ Hz ]	[ V ]
20	1.500681e-5
20.5	1.588926e-5
21	1.795685e-5
21.5	2.013175e-5
22	1.938278e-5
22.5	1.878405e-5
23	2.163288e-5
23.5	2.318043e-5
24	2.255404e-5
24.5	2.305793e-5
25	2.155297e-5
25.5	2.14533e-5
26	2.111012e-5
26.5	1.937119e-5
27	1.937233e-5
27.5	1.832094e-5
28	1.665911e-5
28.5	1.599417e-5
29	1.629423e-5
29.5	1.442008e-5
30	1.293629e-5
30.5	1.236391e-5
31	1.214389e-5
31.5	9.83635e-6
32	1.004322e-5
32.5	9.873787e-6
33	1.10236e-5
33.5	9.352456e-6
34	1.078063e-5
34.5	1.030421e-5
35	1.311311e-5
35.5	1.301102e-5
36	1.62619e-5
36.5	1.659073e-5
37	1.880476e-5
37.5	1.940974e-5
38	2.132074e-5
38.5	2.155799e-5
39	2.222705e-5
39.5	2.020578e-5
40	2.069477e-5
40.5	2.158151e-5
41	1.899121e-5
41.5	1.828368e-5
42	1.760398e-5
42.5	1.879555e-5
43	1.944945e-5
43.5	1.916205e-5
44	1.852184e-5
44.5	1.581935e-5
45	1.785167e-5
45.5	1.659417e-5
46	1.770323e-5
46.5	1.940474e-5
47	1.914482e-5
47.5	2.221978e-5
48	2.17763e-5
48.5	2.323105e-5
49	2.421871e-5
49.5	2.751433e-5
50	0.0004817163
50.5	3.196559e-5
51	3.038956e-5
51.5	2.641596e-5
52	2.433827e-5
52.5	2.311353e-5
53	2.317274e-5
53.5	2.429161e-5
54	2.331618e-5
54.5	2.543382e-5
55	2.534416e-5
55.5	2.437234e-5
56	2.539005e-5
56.5	2.588391e-5
57	2.155307e-5
57.5	2.228066e-5
58	2.155571e-5
58.5	2.147519e-5
59	2.112937e-5
59.5	2.136211e-5
60	2.24284e-5
60.5	2.075516e-5
61	2.22446e-5
61.5	2.072337e-5
62	2.080257e-5
62.5	2.024929e-5
63	1.736314e-5
63.5	1.929585e-5
64	2.084073e-5
64.5	2.029009e-5
65	2.032166e-5
65.5	1.875401e-5
66	1.893561e-5
66.5	1.878529e-5
67	1.85494e-5
67.5	1.875851e-5
68	1.925332e-5
68.5	2.017449e-5
69	1.926239e-5
69.5	1.862281e-5
70	1.9954e-5
70.5	2.035118e-5
71	1.95074e-5
71.5	1.987554e-5
72	1.929283e-5
72.5	1.892324e-5
73	1.863405e-5
73.5	1.777303e-5
74	1.902133e-5
74.5	1.755715e-5
75	1.728902e-5
75.5	1.700545e-5
76	1.498887e-5
76.5	1.600325e-5
77	1.351855e-5
77.5	1.501511e-5
78	1.411309e-5
78.5	1.446791e-5
79	1.392066e-5
79.5	1.421142e-5
80	1.498547e-5
80.5	1.265271e-5
81	1.334548e-5
81.5	1.226966e-5
82	1.109747e-5
82.5	1.13004e-5
83	1.224813e-5
83.5	1.279166e-5
84	1.373615e-5
84.5	1.411177e-5
85	1.420323e-5
85.5	1.481015e-5
86	1.438474e-5
86.5	1.391524e-5
87	1.371222e-5
87.5	1.403122e-5
88	1.3e-5
88.5	1.408366e-5
89	1.42465e-5
89.5	1.222776e-5
90	1.290712e-5
90.5	1.225256e-5
91	1.101969e-5
91.5	1.090982e-5
92	1.14186e-5
92.5	1.011934e-5
93	1.205645e-5
93.5	1.090725e-5
94	1.118795e-5
94.5	1.216872e-5
95	1.326597e-5
95.5	1.307769e-5
96	1.049884e-5
96.5	1.431024e-5
97	1.386388e-5
97.5	1.260622e-5
98	1.427241e-5
98.5	1.431382e-5
99	1.192881e-5
99.5	1.603933e-5
100	1.508899e-5
100.5	1.425327e-5
101	1.141352e-5
101.5	1.347801e-5
102	1.482515e-5
102.5	1.291045e-5
103	1.53846e-5
103.5	1.284736e-5
104	1.29881e-5
104.5	1.293046e-5
105	1.291617e-5
105.5	1.283585e-5
106	1.240585e-5
106.5	1.205107e-5
107	1.13011e-5
107.5	1.141556e-5
