Source File Name:	1,1,0
Signal:	FFT - Ref1 Voltage - Magnitude

Frequency	Magnitude
[ Hz ]	[ V ]
20	1.612403e-5
20.5	2.136188e-5
21	2.052233e-5
21.5	1.941869e-5
22	1.38464e-5
22.5	1.241673e-5
23	1.044557e-5
23.5	5.351954e-6
24	2.730362e-6
24.5	4.973151e-6
25	4.472076e-6
25.5	7.98374e-6
26	9.084504e-6
26.5	9.142899e-6
27	9.844803e-6
27.5	1.526459e-5
28	1.922314e-5
28.5	1.447645e-5
29	1.725409e-5
29.5	1.742995e-5
30	1.302913e-5
30.5	1.207045e-5
31	1.286006e-5
31.5	1.537163e-5
32	1.439633e-5
32.5	1.316942e-5
33	1.141091e-5
33.5	1.138947e-5
34	7.918831e-6
34.5	3.952436e-6
35	1.114526e-6
35.5	5.794203e-6
36	5.484049e-6
36.5	3.593596e-6
37	3.47066e-6
37.5	9.54673e-6
38	1.502451e-5
38.5	1.678665e-5
39	1.138789e-5
39.5	9.57485e-6
40	1.274997e-5
40.5	1.424966e-5
41	5.02359e-6
41.5	6.828518e-6
42	1.600971e-5
42.5	1.889414e-5
43	1.468635e-5
43.5	1.464386e-5
44	2.375184e-5
44.5	2.476641e-5
45	1.839657e-5
45.5	3.779692e-6
46	1.682473e-5
46.5	2.117625e-5
47	1.170892e-5
47.5	2.88038e-5
48	5.559029e-5
48.5	7.200137e-5
49	6.525541e-5
49.5	5.096944e-5
50	6.611907e-5
50.5	7.332987e-5
51	7.661188e-5
51.5	6.449139e-5
52	3.800688e-5
52.5	1.134434e-5
53	7.781387e-6
53.5	1.453651e-5
54	7.883344e-6
54.5	7.769012e-6
55	2.12414e-5
55.5	2.775372e-5
56	2.313743e-5
56.5	1.641186e-5
57	1.737729e-5
57.5	2.157572e-5
58	1.64826e-5
58.5	9.534895e-6
59	1.453852e-5
59.5	2.104088e-5
60	1.951631e-5
60.5	1.745935e-5
61	1.89932e-5
61.5	2.360614e-5
62	2.245455e-5
62.5	1.545135e-5
63	1.354851e-5
63.5	1.62558e-5
64	2.038389e-5
64.5	1.575889e-5
65	1.758331e-5
65.5	2.327912e-5
66	2.356529e-5
66.5	1.997161e-5
67	1.829053e-5
67.5	2.079803e-5
68	2.21434e-5
68.5	1.818609e-5
69	1.703931e-5
69.5	1.98942e-5
70	2.27287e-5
70.5	1.966759e-5
71	1.843116e-5
71.5	1.99272e-5
72	2.09401e-5
72.5	1.847128e-5
73	1.519133e-5
73.5	1.759592e-5
74	1.984195e-5
74.5	1.975807e-5
75	1.894808e-5
75.5	2.320837e-5
76	2.515852e-5
76.5	2.399838e-5
77	2.210551e-5
77.5	2.143053e-5
78	2.437766e-5
78.5	2.063452e-5
79	1.943867e-5
79.5	2.111522e-5
80	2.227917e-5
80.5	2.144584e-5
81	1.850246e-5
81.5	1.833816e-5
82	2.040072e-5
82.5	1.808823e-5
83	1.660383e-5
83.5	1.408644e-5
84	1.846536e-5
84.5	1.701589e-5
85	1.6135e-5
85.5	1.747592e-5
86	1.902663e-5
86.5	1.923702e-5
87	1.715401e-5
87.5	1.500065e-5
88	1.718321e-5
88.5	1.761941e-5
89	1.456564e-5
89.5	1.442362e-5
90	1.554662e-5
90.5	1.769793e-5
91	1.583742e-5
91.5	1.502136e-5
92	1.661454e-5
92.5	1.681091e-5
93	1.582074e-5
93.5	1.568356e-5
94	1.679114e-5
94.5	1.843954e-5
95	1.869324e-5
95.5	1.783726e-5
96	1.975104e-5
96.5	2.115186e-5
97	2.032596e-5
97.5	1.815126e-5
98	1.728847e-5
98.5	1.646112e-5
99	1.57327e-5
99.5	1.482797e-5
100	1.679945e-5
100.5	1.765607e-5
101	1.569367e-5
101.5	1.245476e-5
102	1.246644e-5
102.5	1.470717e-5
103	1.325387e-5
103.5	1.254907e-5
104	1.229731e-5
104.5	1.426777e-5
105	1.565053e-5
105.5	1.409375e-5
106	1.356123e-5
106.5	1.592319e-5
107	1.64189e-5
