Source File Name:	9,2,1
Signal:	FFT - Vib Velocity - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ m/s ]	[ ° ]
20	0.03392796	88.89013
20.5	0.0303269	45.81712
21	0.0272397	5.713036
21.5	0.02443411	-34.09231
22	0.02348435	-69.00755
22.5	0.02101889	-112.9803
23	0.02026712	-149.3201
23.5	0.01804399	169.9591
24	0.01593969	131.3157
24.5	0.01462295	93.12524
25	0.01458881	54.70592
25.5	0.01433943	14.27563
26	0.01527954	-19.17617
26.5	0.01441119	-64.46461
27	0.01288496	-100.589
27.5	0.01350398	-136.1314
28	0.01311395	-176.3667
28.5	0.01251747	148.192
29	0.01352839	110.7618
29.5	0.01264277	67.8793
30	0.01203605	30.56023
30.5	0.01218536	-8.913388
31	0.01118664	-54.84406
31.5	0.01038347	-82.82182
32	0.01184374	-120.3243
32.5	0.01058677	-159.5747
33	0.01073866	161.8578
33.5	0.01141977	121.4913
34	0.01071709	85.13258
34.5	0.0109927	53.03894
35	0.01222669	10.3246
35.5	0.01191078	-28.1934
36	0.01322436	-67.69832
36.5	0.01179805	-106.2478
37	0.01144318	-150.2079
37.5	0.01080239	170.8225
38	0.01079492	134.08
38.5	0.01048137	103.3358
39	0.01151873	62.39205
39.5	0.009914279	23.05716
40	0.01071686	-15.25234
40.5	0.01098968	-51.81143
41	0.01091352	-85.76046
41.5	0.01081457	-121.9874
42	0.0118212	-164.204
42.5	0.01115573	160.8731
43	0.01183035	123.4357
43.5	0.01125883	81.66164
44	0.01080804	43.87629
44.5	0.01151072	8.024813
45	0.01289544	-29.17688
45.5	0.01266591	-65.93855
46	0.01236224	-106.8292
46.5	0.0119603	-145.894
47	0.01227807	175.6091
47.5	0.01260848	140.7439
48	0.01310853	104.4026
48.5	0.01383649	65.96882
49	0.01385892	29.14494
49.5	0.01478524	-11.31482
50	0.01512715	-52.19218
50.5	0.0147836	-91.37104
51	0.01515851	-129.1188
51.5	0.01570891	-169.4639
52	0.01561896	152.5186
52.5	0.01551994	115.8967
53	0.01514394	75.76203
53.5	0.01544342	38.4852
54	0.01609132	1.816346
54.5	0.016746	-37.39193
55	0.01773085	-75.90298
55.5	0.01858347	-115.1814
56	0.0178062	-156.8284
56.5	0.01848823	164.075
57	0.01838754	125.2712
57.5	0.01883141	86.83681
58	0.01953234	48.48365
58.5	0.02020199	8.487401
59	0.01949246	-31.00599
59.5	0.0208254	-70.21192
60	0.01978366	-110.4333
60.5	0.01937854	-149.1868
61	0.01961348	171.3474
61.5	0.02071293	132.4032
62	0.02038076	93.83872
62.5	0.02196326	55.20573
63	0.02162535	13.88692
63.5	0.02278109	-24.33595
64	0.02341965	-65.48801
64.5	0.02418493	-105.0334
65	0.02369167	-147.9162
65.5	0.02433936	170.7597
66	0.02376533	128.0671
66.5	0.02345137	89.32253
67	0.02261097	46.98645
67.5	0.0221632	8.240715
68	0.02255702	-32.48398
68.5	0.02229496	-72.08905
69	0.02157264	-113.4074
69.5	0.02077659	-154.5032
70	0.02000314	162.7202
70.5	0.01887088	124.1141
71	0.01847675	84.74004
71.5	0.01718819	44.27449
72	0.01691551	6.89969
72.5	0.01702265	-31.28796
73	0.01639329	-69.14911
73.5	0.01546378	-107.2951
74	0.01530882	-145.5944
74.5	0.01500169	173.8271
75	0.01519584	136.602
75.5	0.01508751	95.04368
76	0.01461555	57.90382
76.5	0.01476418	18.39465
77	0.01496462	-18.14101
77.5	0.01530576	-57.20445
78	0.0156954	-95.72281
78.5	0.01602418	-138.642
79	0.01598205	-176.7353
79.5	0.01587656	139.7422
80	0.01452762	97.80331
80.5	0.01406282	57.19415
