Source File Name:	3,1,3
Signal:	FFT - Ref1 Force - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ N ]	[ ° ]
20	2.714499e-5	154.864
20.5	2.089431e-5	107.1053
21	2.354027e-5	79.51412
21.5	2.511038e-5	28.86167
22	2.769633e-5	-8.365016
22.5	2.792352e-5	-50.03966
23	3.073339e-5	-86.35466
23.5	3.221477e-5	-133.7921
24	3.811767e-5	-177.6431
24.5	3.53151e-5	147.2692
25	4.151816e-5	113.6202
25.5	4.207494e-5	70.67185
26	4.146877e-5	26.52356
26.5	3.874101e-5	-13.81524
27	4.635447e-5	-54.35538
27.5	4.93089e-5	-94.49479
28	4.627287e-5	-134.239
28.5	5.012606e-5	-170.8937
29	5.435409e-5	148.7745
29.5	5.016313e-5	105.4161
30	5.024464e-5	71.90208
30.5	5.232525e-5	26.2415
31	4.866723e-5	-14.0322
31.5	4.630691e-5	-55.74427
32	4.808442e-5	-92.34057
32.5	4.90563e-5	-131.2549
33	4.967529e-5	-171.8152
33.5	4.366273e-5	152.5048
34	4.572666e-5	119.5928
34.5	4.410138e-5	77.33531
35	4.235145e-5	35.51891
35.5	3.669311e-5	2.641922
36	4.299017e-5	-36.21984
36.5	4.164611e-5	-81.89559
37	3.820426e-5	-111.769
37.5	4.331329e-5	-142.0701
38	4.297658e-5	-179.8494
38.5	3.680691e-5	139.9588
39	3.384292e-5	113.4912
39.5	3.722866e-5	74.08333
40	3.384555e-5	26.04907
40.5	3.220967e-5	-7.310438
41	4.25277e-5	-39.24773
41.5	4.490366e-5	-82.56733
42	4.438241e-5	-119.4302
42.5	4.212432e-5	-147.5047
43	5.131121e-5	-179.839
43.5	4.186209e-5	137.9618
44	3.361575e-5	103.2315
44.5	3.704148e-5	68.5929
45	4.348478e-5	17.56329
45.5	4.107306e-5	-37.67197
46	3.977753e-5	-59.98541
46.5	6.131192e-5	-90.31169
47	6.897646e-5	-134.5921
47.5	4.359771e-5	-158.3331
48	6.15733e-5	-164.263
48.5	5.451847e-5	137.4809
49	1.189864e-5	1.084931
49.5	0.0001029102	-132.4181
50	0.0003682259	-25.82864
50.5	0.0001618987	60.39981
51	6.524949e-5	-36.9715
51.5	2.00137e-5	-159.7264
52	1.370756e-5	167.9519
52.5	3.868786e-5	170.6399
53	5.862442e-5	118.2397
53.5	4.446757e-5	82.35134
54	4.294782e-5	71.30676
54.5	4.906575e-5	34.56336
55	3.866093e-5	-7.050241
55.5	2.689493e-5	-34.93692
56	2.384268e-5	-68.11922
56.5	2.655275e-5	-129.8522
57	2.839751e-5	176.1162
57.5	2.218997e-5	151.09
58	3.296508e-5	120.0831
58.5	3.310486e-5	78.24134
59	2.550065e-5	55.32821
59.5	2.651348e-5	38.69177
60	2.618647e-5	-8.144614
60.5	1.527043e-5	-39.58876
61	1.53775e-5	-61.39449
61.5	1.933194e-5	-116.6392
62	1.690303e-5	-175.7622
62.5	1.658531e-5	173.3784
63	2.276874e-5	138.0501
63.5	2.377658e-5	107.124
64	2.304003e-5	65.06233
64.5	2.032684e-5	49.01516
65	2.409222e-5	18.01392
65.5	2.021387e-5	-19.40738
66	1.587626e-5	-54.57321
66.5	1.88655e-5	-90.02086
67	2.177031e-5	-143.7389
67.5	1.952603e-5	-178.2127
68	2.289017e-5	154.4269
68.5	2.826595e-5	111.9998
69	2.325304e-5	70.27945
69.5	2.310977e-5	51.95371
70	2.422927e-5	14.74625
70.5	2.041495e-5	-26.2748
71	1.948246e-5	-66.90883
71.5	1.935919e-5	-102.5436
72	2.125403e-5	-150.9732
72.5	1.94979e-5	171.3642
73	1.968526e-5	140.559
73.5	2.394509e-5	109.8048
74	2.486823e-5	73.54874
74.5	2.032592e-5	37.81542
75	1.947485e-5	11.87773
75.5	2.054192e-5	-28.52102
76	1.657478e-5	-69.63509
76.5	1.583035e-5	-102.7756
77	1.759805e-5	-145.3804
77.5	1.7994e-5	175.6311
78	1.708402e-5	146.6629
78.5	2.027235e-5	116.8648
79	2.18269e-5	77.63411
79.5	1.858045e-5	46.85719
