Source File Name:	1,2,2
Signal:	FFT - Ref1 Voltage - Magnitude

Frequency	Magnitude
[ Hz ]	[ V ]
20	2.212457e-5
20.5	1.71442e-5
21	2.037718e-5
21.5	1.651254e-5
22	1.513133e-5
22.5	1.137091e-5
23	1.361837e-5
23.5	1.815283e-5
24	1.951146e-5
24.5	2.590317e-5
25	2.546673e-5
25.5	2.546275e-5
26	2.393388e-5
26.5	2.554602e-5
27	2.588145e-5
27.5	2.861843e-5
28	2.604462e-5
28.5	2.834884e-5
29	2.833941e-5
29.5	2.752519e-5
30	2.694435e-5
30.5	2.670891e-5
31	2.587787e-5
31.5	2.38201e-5
32	2.382433e-5
32.5	2.109009e-5
33	2.103771e-5
33.5	2.022621e-5
34	2.091872e-5
34.5	2.004153e-5
35	2.011107e-5
35.5	2.130085e-5
36	2.131343e-5
36.5	2.193315e-5
37	1.951237e-5
37.5	2.107591e-5
38	2.182373e-5
38.5	2.292718e-5
39	2.330015e-5
39.5	2.264121e-5
40	2.321785e-5
40.5	2.359368e-5
41	2.024671e-5
41.5	2.212026e-5
42	2.172369e-5
42.5	2.176992e-5
43	2.082378e-5
43.5	2.530681e-5
44	2.170137e-5
44.5	2.339605e-5
45	2.254458e-5
45.5	1.984036e-5
46	1.756154e-5
46.5	1.784145e-5
47	1.823987e-5
47.5	1.801454e-5
48	1.974513e-5
48.5	1.976094e-5
49	1.720617e-5
49.5	1.875168e-5
50	4.901148e-5
50.5	2.055042e-5
51	2.034048e-5
51.5	1.966144e-5
52	1.840942e-5
52.5	1.668635e-5
53	1.684319e-5
53.5	1.590527e-5
54	1.669434e-5
54.5	1.58799e-5
55	1.792463e-5
55.5	1.713251e-5
56	1.309734e-5
56.5	1.440775e-5
57	1.2041e-5
57.5	1.296769e-5
58	1.398579e-5
58.5	1.322023e-5
59	1.132406e-5
59.5	1.341538e-5
60	1.039961e-5
60.5	8.984374e-6
61	9.226004e-6
61.5	7.53948e-6
62	8.303422e-6
62.5	8.385344e-6
63	9.29308e-6
63.5	1.143124e-5
64	1.209986e-5
64.5	1.028394e-5
65	9.938043e-6
65.5	1.207771e-5
66	1.123744e-5
66.5	1.215678e-5
67	1.099073e-5
67.5	1.048834e-5
68	1.260042e-5
68.5	1.158107e-5
69	1.093502e-5
69.5	1.171762e-5
70	1.100723e-5
70.5	1.195598e-5
71	1.155776e-5
71.5	1.117973e-5
72	1.076371e-5
72.5	1.097549e-5
73	9.623744e-6
73.5	1.137391e-5
74	1.130947e-5
74.5	9.458454e-6
75	1.051383e-5
75.5	9.522557e-6
76	1.115807e-5
76.5	9.263281e-6
77	8.971304e-6
77.5	9.962136e-6
78	1.04539e-5
78.5	1.047271e-5
79	1.081128e-5
79.5	9.285111e-6
80	9.041635e-6
80.5	9.1643e-6
81	9.75108e-6
81.5	9.725609e-6
82	1.070047e-5
82.5	1.075915e-5
83	1.106796e-5
83.5	1.05051e-5
84	1.093559e-5
84.5	9.888503e-6
85	9.773993e-6
85.5	8.107938e-6
86	8.082256e-6
86.5	8.651872e-6
87	1.004302e-5
87.5	8.951756e-6
88	9.769254e-6
88.5	8.364941e-6
89	9.498826e-6
89.5	1.066855e-5
90	8.98005e-6
90.5	8.281969e-6
91	6.577527e-6
91.5	7.999972e-6
92	7.492954e-6
92.5	7.398463e-6
93	7.768477e-6
93.5	7.492063e-6
94	8.868584e-6
94.5	8.232721e-6
95	7.408044e-6
95.5	8.711855e-6
96	8.387698e-6
96.5	6.109735e-6
97	5.535415e-6
97.5	8.394371e-6
98	7.634491e-6
98.5	6.834863e-6
99	8.163119e-6
99.5	6.753785e-6
100	8.02536e-6
100.5	6.794645e-6
101	5.672095e-6
101.5	6.215925e-6
102	6.916914e-6
102.5	6.219162e-6
103	8.381757e-6
103.5	8.431783e-6
104	7.513391e-6
104.5	6.263897e-6
105	7.880923e-6
105.5	7.502563e-6
106	5.789437e-6
106.5	5.646563e-6
107	8.04362e-6
