Source File Name:	1,1,4
Signal:	FFT - Ref1 Voltage - Magnitude

Frequency	Magnitude
[ Hz ]	[ V ]
20	8.635032e-6
20.5	1.151891e-5
21	1.306772e-5
21.5	9.568895e-6
22	7.352511e-6
22.5	6.45582e-6
23	6.463909e-6
23.5	5.770594e-6
24	7.935113e-6
24.5	7.877159e-6
25	5.772222e-6
25.5	7.67872e-6
26	1.215235e-5
26.5	1.214018e-5
27	1.327422e-5
27.5	1.555705e-5
28	1.372888e-5
28.5	1.240843e-5
29	1.552295e-5
29.5	1.488563e-5
30	1.330701e-5
30.5	1.190792e-5
31	1.091287e-5
31.5	1.205126e-5
32	1.194118e-5
32.5	1.145677e-5
33	1.000771e-5
33.5	1.262398e-5
34	1.213373e-5
34.5	1.405258e-5
35	1.347711e-5
35.5	1.371782e-5
36	1.48516e-5
36.5	1.220233e-5
37	1.290826e-5
37.5	1.582009e-5
38	1.307064e-5
38.5	1.188758e-5
39	1.297604e-5
39.5	1.176367e-5
40	1.14106e-5
40.5	9.72757e-6
41	9.78262e-6
41.5	9.149616e-6
42	1.125767e-5
42.5	1.475534e-5
43	1.31635e-5
43.5	1.434511e-5
44	1.414662e-5
44.5	1.182435e-5
45	1.235932e-5
45.5	1.197004e-5
46	1.211464e-5
46.5	1.109249e-5
47	1.435748e-5
47.5	1.496492e-5
48	1.504018e-5
48.5	1.031275e-5
49	1.147966e-5
49.5	8.147169e-6
50	0.0004661281
50.5	2.223985e-5
51	1.372508e-5
51.5	1.042947e-5
52	9.761855e-6
52.5	9.77285e-6
53	1.160525e-5
53.5	1.248294e-5
54	1.513533e-5
54.5	1.48616e-5
55	1.603255e-5
55.5	1.617649e-5
56	1.429959e-5
56.5	1.319048e-5
57	1.451864e-5
57.5	1.169005e-5
58	1.336968e-5
58.5	1.17819e-5
59	1.237846e-5
59.5	1.235091e-5
60	1.144724e-5
60.5	1.177574e-5
61	1.015568e-5
61.5	9.284304e-6
62	9.646331e-6
62.5	8.687903e-6
63	7.343727e-6
63.5	8.14855e-6
64	1.162757e-5
64.5	9.511286e-6
65	1.145531e-5
65.5	1.127866e-5
66	1.205499e-5
66.5	1.076238e-5
67	1.112489e-5
67.5	1.141929e-5
68	1.28215e-5
68.5	1.279408e-5
69	1.135943e-5
69.5	1.32661e-5
70	1.155689e-5
70.5	1.255813e-5
71	1.228674e-5
71.5	1.258597e-5
72	1.097409e-5
72.5	1.219682e-5
73	1.439748e-5
73.5	1.37614e-5
74	1.223285e-5
74.5	1.196575e-5
75	1.052058e-5
75.5	1.229305e-5
76	1.193503e-5
76.5	1.141937e-5
77	1.012049e-5
77.5	1.021246e-5
78	1.078636e-5
78.5	1.007076e-5
79	1.013241e-5
79.5	9.503111e-6
80	8.280951e-6
80.5	9.541129e-6
81	1.071034e-5
81.5	1.032787e-5
82	1.026172e-5
82.5	1.063459e-5
83	1.024846e-5
83.5	9.190592e-6
84	1.03079e-5
84.5	9.614125e-6
85	8.863807e-6
85.5	8.986716e-6
86	9.584103e-6
86.5	8.768578e-6
87	8.721535e-6
87.5	9.452929e-6
88	7.684696e-6
88.5	7.430083e-6
89	7.165028e-6
89.5	8.264147e-6
90	6.410924e-6
90.5	9.291723e-6
91	7.894871e-6
91.5	7.523245e-6
92	7.305113e-6
92.5	7.384935e-6
93	7.533053e-6
93.5	8.914746e-6
94	7.85974e-6
94.5	7.565854e-6
95	7.42198e-6
95.5	7.999844e-6
96	7.385561e-6
96.5	8.198159e-6
97	1.031891e-5
97.5	9.288556e-6
98	7.526149e-6
98.5	6.896082e-6
99	6.223631e-6
99.5	4.809825e-6
100	1.046737e-5
100.5	9.298439e-6
101	5.27389e-6
101.5	5.163408e-6
102	6.946326e-6
102.5	6.4898e-6
103	6.775547e-6
103.5	5.623458e-6
104	5.182179e-6
104.5	6.963485e-6
105	6.749918e-6
105.5	7.058592e-6
106	6.128299e-6
106.5	4.977837e-6
107	7.838005e-6
107.5	8.662872e-6
