Source File Name:	3,1,3
Signal:	FFT - Vib Velocity - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ m/s ]	[ ° ]
20	0.01956393	-157.3383
20.5	0.01581456	137.7337
21	0.0121601	98.6048
21.5	0.009432031	37.36465
22	0.008445014	-15.17742
22.5	0.006280337	-67.60767
23	0.007484468	-123.1355
23.5	0.005165338	-170.8819
24	0.005366478	137.3939
24.5	0.005689772	84.62915
25	0.005811368	41.58943
25.5	0.005852178	3.747746
26	0.006532896	-37.00571
26.5	0.006961633	-77.53103
27	0.007229831	-117.0409
27.5	0.007441184	-156.1956
28	0.007658932	163.8779
28.5	0.008158894	123.6948
29	0.008513609	84.77703
29.5	0.008742014	46.04271
30	0.008852388	7.900765
30.5	0.008797486	-32.32767
31	0.009229567	-69.43926
31.5	0.009525964	-107.4448
32	0.009450671	-145.982
32.5	0.009713336	177.7567
33	0.009542707	137.4792
33.5	0.008685444	95.25443
34	0.01001743	61.70707
34.5	0.01009462	25.39675
35	0.009950599	-13.65909
35.5	0.00983823	-50.32843
36	0.01004046	-87.71157
36.5	0.01014842	-124.5797
37	0.01032258	-161.8005
37.5	0.01026694	161.621
38	0.01024077	122.6217
38.5	0.01025257	84.09099
39	0.0102893	48.27772
39.5	0.01034346	11.65509
40	0.01042988	-25.50195
40.5	0.01037675	-63.02047
41	0.01060412	-101.3805
41.5	0.01047637	-137.8613
42	0.01051046	-174.0776
42.5	0.0106213	148.4127
43	0.01067398	109.7622
43.5	0.01075361	72.04961
44	0.01093473	34.35052
44.5	0.01076072	-3.139807
45	0.01049474	-40.89389
45.5	0.01050985	-78.70643
46	0.01041895	-117.5684
46.5	0.01019432	-153.6096
47	0.01025749	169.5569
47.5	0.010036	132.4142
48	0.009809225	93.85724
48.5	0.009916596	56.71966
49	0.009068589	16.89191
49.5	0.009739605	-16.9258
50	0.009453747	-54.68988
50.5	0.009239794	-91.94801
51	0.009306584	-129.591
51.5	0.009180426	-166.2364
52	0.009020167	157.2582
52.5	0.008636368	118.9176
53	0.008630273	82.57257
53.5	0.008512232	45.52566
54	0.008845042	8.164559
54.5	0.0084149	-29.75063
55	0.008067576	-66.68618
55.5	0.007993309	-104.3394
56	0.007896279	-142.5938
56.5	0.007842556	-179.0777
57	0.007548907	143.8638
57.5	0.007354623	106.853
58	0.007078866	68.21185
58.5	0.007050238	30.95209
59	0.006911876	-7.198822
59.5	0.006733914	-43.36941
