Source File Name:	1,2,1
Signal:	FFT - Ref1 Voltage - Magnitude

Frequency	Magnitude
[ Hz ]	[ V ]
20	1.202811e-5
20.5	1.136329e-5
21	1.478548e-5
21.5	1.25848e-5
22	1.419401e-5
22.5	1.196352e-5
23	1.01311e-5
23.5	1.213695e-5
24	1.249391e-5
24.5	1.014995e-5
25	9.765768e-6
25.5	1.073084e-5
26	1.247729e-5
26.5	1.119626e-5
27	1.049565e-5
27.5	1.033486e-5
28	1.24125e-5
28.5	1.206338e-5
29	1.249885e-5
29.5	1.217952e-5
30	1.536737e-5
30.5	1.437517e-5
31	1.434191e-5
31.5	1.261567e-5
32	1.725718e-5
32.5	1.409018e-5
33	1.473543e-5
33.5	1.80574e-5
34	1.656347e-5
34.5	2.008416e-5
35	1.765624e-5
35.5	1.962637e-5
36	1.805491e-5
36.5	1.785358e-5
37	1.708114e-5
37.5	1.706058e-5
38	1.71933e-5
38.5	1.733395e-5
39	1.60794e-5
39.5	1.882427e-5
40	1.836399e-5
40.5	1.781448e-5
41	1.677642e-5
41.5	1.646977e-5
42	1.379773e-5
42.5	1.473542e-5
43	1.287521e-5
43.5	1.180685e-5
44	1.100264e-5
44.5	1.284729e-5
45	1.370581e-5
45.5	9.286616e-6
46	1.24926e-5
46.5	1.176695e-5
47	1.205796e-5
47.5	9.927851e-6
48	7.909734e-6
48.5	1.017989e-5
49	1.120667e-5
49.5	1.034577e-5
50	2.813845e-5
50.5	1.688187e-5
51	1.623915e-5
51.5	1.453757e-5
52	1.605041e-5
52.5	1.478302e-5
53	1.230523e-5
53.5	1.382043e-5
54	1.107332e-5
54.5	1.145278e-5
55	1.487011e-5
55.5	1.056839e-5
56	1.140139e-5
56.5	1.258205e-5
57	9.234195e-6
57.5	8.61394e-6
58	8.163789e-6
58.5	7.417237e-6
59	5.609311e-6
59.5	6.257594e-6
60	5.750612e-6
60.5	4.714461e-6
61	6.530914e-6
61.5	4.705224e-6
62	4.578117e-6
62.5	3.814252e-6
63	4.108976e-6
63.5	5.292854e-6
64	8.214343e-6
64.5	6.903191e-6
65	9.025635e-6
65.5	1.01399e-5
66	1.047889e-5
66.5	1.031881e-5
67	1.020554e-5
67.5	1.362565e-5
68	1.170434e-5
68.5	1.277238e-5
69	1.11712e-5
69.5	1.167805e-5
70	1.083885e-5
70.5	1.189927e-5
71	1.04938e-5
71.5	1.125756e-5
72	8.442898e-6
72.5	8.884818e-6
73	8.007521e-6
73.5	5.659353e-6
74	5.102266e-6
74.5	3.327242e-6
75	2.57943e-6
75.5	3.947221e-6
76	1.02787e-6
76.5	2.228366e-6
77	2.715496e-6
77.5	3.580188e-6
78	2.878866e-6
78.5	4.525819e-6
79	5.152001e-6
79.5	6.007553e-6
80	6.614808e-6
80.5	5.872749e-6
81	5.884999e-6
81.5	7.627098e-6
82	7.35475e-6
82.5	6.677861e-6
83	7.304358e-6
83.5	6.45834e-6
84	7.991626e-6
84.5	6.548977e-6
85	7.75538e-6
85.5	8.453148e-6
86	6.340046e-6
86.5	7.482972e-6
87	6.762229e-6
87.5	5.467771e-6
88	6.053944e-6
88.5	4.686154e-6
89	4.529971e-6
89.5	5.391872e-6
90	4.894286e-6
90.5	3.75387e-6
91	2.965466e-6
91.5	3.674605e-6
92	2.850828e-6
92.5	3.306061e-6
93	2.770744e-6
93.5	3.878177e-6
94	4.768769e-6
94.5	3.312466e-6
95	3.680374e-6
95.5	3.148166e-6
96	3.339498e-6
96.5	3.3505e-6
97	3.180391e-6
97.5	4.389542e-6
98	4.802943e-6
98.5	6.089782e-6
99	4.209625e-6
99.5	5.996597e-6
100	5.015499e-6
100.5	6.345617e-6
101	5.997976e-6
101.5	4.838571e-6
102	4.68691e-6
102.5	3.671388e-6
103	2.440121e-6
103.5	3.98894e-6
104	3.036074e-6
104.5	2.84626e-6
105	2.978946e-6
105.5	2.721273e-6
106	2.63385e-6
106.5	2.056943e-6
107	2.433814e-6
