Source File Name:	6,2,2
Signal:	FFT - Ref1 Force - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ N ]	[ ° ]
20	0.0008598108	5.527492
20.5	0.0008594346	-30.59451
21	0.0008573501	-66.54794
21.5	0.0008581365	-102.4389
22	0.0008589408	-138.2972
22.5	0.0008629223	-174.0734
23	0.0008654278	150.0383
23.5	0.0008631741	114.2634
24	0.0008609771	78.50323
24.5	0.0008578093	42.7752
25	0.0008551315	6.965465
25.5	0.0008531054	-28.99029
26	0.0008504228	-64.83123
26.5	0.0008498446	-100.8881
27	0.0008502969	-136.6858
27.5	0.0008531403	-172.6114
28	0.0008537145	151.5836
28.5	0.0008557646	115.8619
29	0.0008572048	80.12934
29.5	0.0008549606	44.29169
30	0.0008549043	8.481499
30.5	0.0008519342	-27.36968
31	0.0008521826	-63.34109
31.5	0.0008504208	-99.30627
32	0.0008491591	-135.2605
32.5	0.000848068	-171.0434
33	0.0008489793	153.0996
33.5	0.0008480786	117.2819
34	0.0008476847	81.47952
34.5	0.0008465688	45.68233
35	0.0008450393	9.889384
35.5	0.0008434556	-26.02212
36	0.0008417509	-62.02502
36.5	0.0008411548	-97.79424
37	0.000841052	-133.6454
37.5	0.0008426851	-169.6902
38	0.0008397963	154.4406
38.5	0.0008391512	118.715
39	0.0008391245	82.94071
39.5	0.0008382634	47.0946
40	0.0008360165	11.31724
40.5	0.0008331065	-24.49436
41	0.0008336548	-60.36084
41.5	0.0008314445	-96.3586
42	0.0008307885	-132.0911
42.5	0.0008323671	-167.9712
43	0.0008300776	155.9767
43.5	0.0008288166	120.3647
44	0.000828085	84.57097
44.5	0.0008263255	48.72709
45	0.0008264452	12.85211
45.5	0.0008249285	-23.11924
46	0.000822059	-58.90853
46.5	0.0008224372	-94.71238
47	0.0008205795	-130.6559
47.5	0.0008216951	-166.4213
48	0.0008217036	157.5986
48.5	0.0008175068	121.8218
49	0.0008179072	86.05513
49.5	0.0008174579	50.08296
50	0.0008147684	14.30564
50.5	0.000813472	-21.59797
51	0.0008114178	-57.39367
51.5	0.0008111157	-93.24133
52	0.0008095488	-129.2261
52.5	0.000808261	-165.0184
53	0.0008089794	159.1395
53.5	0.000806267	123.3193
54	0.0008068357	87.57586
54.5	0.0008048721	51.57158
55	0.0008023247	15.86708
55.5	0.0008008721	-20.00114
56	0.0008004044	-55.97014
56.5	0.0007982498	-91.76672
57	0.0007976121	-127.6972
57.5	0.0007960987	-163.507
58	0.0007947233	160.63
58.5	0.0007935086	124.886
59	0.0007933964	89.07294
59.5	0.0007910339	53.16231
60	0.0007886935	17.30383
60.5	0.0007875367	-18.46431
61	0.0007862475	-54.3634
61.5	0.0007841919	-90.20378
62	0.0007835026	-126.1714
62.5	0.0007818977	-161.8708
63	0.0007801048	162.3378
63.5	0.0007799968	126.4045
64	0.0007783333	90.56449
64.5	0.0007757521	54.69989
65	0.0007726261	18.9932
65.5	0.0007728886	-16.83818
66	0.0007725122	-52.7029
66.5	0.0007711338	-88.68732
67	0.0007682922	-124.5254
67.5	0.0007677792	-160.343
68	0.0007670484	163.9136
68.5	0.0007652523	127.9217
69	0.0007621184	92.28196
69.5	0.0007629538	56.53278
70	0.0007616458	20.65204
70.5	0.0007575031	-15.34257
71	0.0007547832	-51.13543
71.5	0.0007548037	-86.91312
72	0.0007545614	-122.9391
72.5	0.0007520714	-158.6829
73	0.0007530229	165.5858
73.5	0.0007519727	129.6806
74	0.000749135	93.79191
74.5	0.0007464236	58.05872
75	0.0007461753	22.14268
75.5	0.0007447369	-13.56033
76	0.0007425536	-49.51579
76.5	0.0007400715	-85.39461
77	0.0007391042	-121.1954
77.5	0.0007377837	-157.1217
78	0.000735872	167.0394
78.5	0.0007353147	131.2499
79	0.000732557	95.42906
79.5	0.0007306163	59.61839
80	0.0007291177	23.78223
80.5	0.0007272949	-12.10947
81	0.0007256994	-47.91639
81.5	0.0007238557	-83.82271
82	0.000721825	-119.5543
82.5	0.000723024	-155.4458
83	0.0007191288	168.6539
83.5	0.0007173815	132.913
84	0.0007168498	97.18556
84.5	0.0007160213	61.31136
85	0.0007124775	25.37227
85.5	0.0007105623	-10.45246
86	0.0007077805	-46.32241
86.5	0.0007064748	-82.23495
87	0.0007042108	-118.0239
87.5	0.000703237	-153.7413
88	0.0007032966	170.353
88.5	0.0007011566	134.4692
89	0.0006996497	98.69143
89.5	0.0006960258	62.95123
90	0.0006950723	27.22525
90.5	0.0006929761	-8.662199
91	0.0006912625	-44.56741
91.5	0.0006900354	-80.47166
92	0.0006862836	-116.2383
92.5	0.0006860933	-152.1251
93	0.0006839862	172.0289
93.5	0.0006815857	136.2418
94	0.0006806472	100.4479
94.5	0.0006780767	64.7193
95	0.0006776436	28.81838
95.5	0.000674745	-7.119348
96	0.0006732006	-42.86595
96.5	0.0006709472	-78.6777
97	0.0006702626	-114.4726
97.5	0.0006680611	-150.3564
98	0.0006664374	173.962
98.5	0.0006640904	138.0365
99	0.0006626548	102.231
99.5	0.0006616871	66.40585
100	0.0006581316	30.48564
100.5	0.0006561246	-5.209905
101	0.0006542669	-40.99202
101.5	0.000653251	-76.87061
102	0.0006510893	-112.7583
102.5	0.0006497428	-148.5154
103	0.000648376	175.5576
103.5	0.0006473897	139.7936
104	0.0006435339	104.0352
104.5	0.0006424402	68.31626
105	0.0006408903	32.4556
105.5	0.000638366	-3.596908
106	0.0006359075	-39.30513
106.5	0.0006340833	-75.19035
107	0.000632238	-110.9028
107.5	0.0006316332	-146.7758
108	0.0006301255	177.2871
108.5	0.0006270619	141.4624
109	0.0006257051	105.7996
109.5	0.0006238179	69.8761
110	0.0006217091	34.11832
110.5	0.0006187459	-1.669752
111	0.0006170858	-37.47608
111.5	0.0006161389	-73.30659
112	0.0006128369	-109.2184
112.5	0.0006108632	-144.9448
113	0.0006091784	179.2726
113.5	0.0006076225	143.5271
114	0.0006062216	107.6086
114.5	0.0006046481	71.79387
115	0.0006022271	36.03456
115.5	0.0006013423	0.176266
116	0.0005974587	-35.78428
116.5	0.0005956937	-71.5213
117	0.0005947086	-107.2698
117.5	0.000594262	-143.2127
118	0.0005921511	-179.0416
118.5	0.0005885058	145.2032
119	0.0005871538	109.5457
119.5	0.0005846594	73.62294
120	0.0005818489	37.92081
120.5	0.0005813252	2.006635
121	0.0005789335	-33.7771
121.5	0.00057682	-69.60708
122	0.0005747419	-105.4211
122.5	0.0005728799	-141.2742
123	0.0005715924	-177.1262
123.5	0.0005700671	147.1915
124	0.0005691951	111.3977
124.5	0.0005666579	75.60249
125	0.0005641812	39.68979
125.5	0.0005618552	4.064063
126	0.0005606228	-31.82299
126.5	0.0005586713	-67.65813
127	0.0005551055	-103.576
127.5	0.0005531561	-139.2336
128	0.0005520547	-175.0663
128.5	0.0005510384	149.191
129	0.0005488967	113.1535
129.5	0.0005460163	77.40685
130	0.0005439238	41.74178
130.5	0.000542334	5.864021
131	0.0005401458	-29.75194
131.5	0.0005401265	-65.60619
132	0.000537117	-101.4161
132.5	0.0005349154	-137.2764
133	0.0005339818	-173.0639
133.5	0.0005322207	151.0638
134	0.0005299881	115.2928
134.5	0.0005270106	79.51099
135	0.0005258202	43.86515
135.5	0.0005253503	7.855268
136	0.0005209483	-28.10306
136.5	0.0005191715	-63.69798
137	0.0005174578	-99.59441
137.5	0.0005157178	-135.2061
138	0.000513385	-171.2126
138.5	0.000510887	153.0214
139	0.0005091573	117.2916
139.5	0.0005076124	81.6655
140	0.0005064919	45.79645
140.5	0.0005046329	9.985176
141	0.0005010208	-25.7913
141.5	0.0004991377	-61.57037
142	0.0004978802	-97.38849
142.5	0.0004956274	-133.1854
143	0.0004946563	-168.8956
143.5	0.0004939329	155.1052
144	0.0004909195	119.4529
144.5	0.0004899814	83.65842
145	0.0004873186	47.87509
145.5	0.0004862518	12.23993
146	0.0004834896	-23.65009
146.5	0.0004813148	-59.49139
147	0.0004794647	-95.23734
147.5	0.0004770954	-131.0372
148	0.0004756568	-166.886
148.5	0.000473852	157.3448
149	0.0004711594	121.4942
149.5	0.0004684526	85.87664
150	0.0004677298	50.10929
150.5	0.0004662081	14.10083
151	0.0004639575	-21.54184
151.5	0.0004625276	-57.32793
152	0.0004598192	-93.22606
152.5	0.0004589396	-128.9458
153	0.0004571407	-164.6419
153.5	0.0004547035	159.6699
154	0.0004542125	123.894
154.5	0.0004525243	87.9471
155	0.0004480581	52.30853
155.5	0.0004466201	16.46473
156	0.000444787	-19.37524
156.5	0.000443225	-55.06477
157	0.000441566	-90.87802
157.5	0.0004393693	-126.8096
158	0.0004378029	-162.5407
158.5	0.0004365293	161.8589
159	0.0004347562	126.0304
159.5	0.000432412	90.19106
160	0.0004322406	54.55857
160.5	0.0004282543	18.76529
161	0.0004269931	-16.9699
161.5	0.0004257499	-52.74777
162	0.0004242301	-88.62269
162.5	0.0004224104	-124.4488
163	0.0004196174	-160.368
163.5	0.0004181095	164.1724
164	0.000417429	128.2484
164.5	0.0004150736	92.52216
165	0.0004139264	56.76371
165.5	0.0004128877	20.91117
166	0.0004091376	-14.80906
166.5	0.0004084017	-50.55201
167	0.0004055947	-86.42574
167.5	0.0004041115	-122.0252
168	0.0004016204	-157.8661
168.5	0.0003997139	166.2018
169	0.0003987182	130.63
169.5	0.0003963712	94.93423
170	0.0003951614	59.19827
170.5	0.0003932803	23.26419
171	0.0003906394	-12.2949
171.5	0.0003894324	-48.12535
172	0.0003872298	-83.9418
172.5	0.0003866596	-119.579
173	0.0003863522	-155.4
173.5	0.0003830799	168.7655
174	0.0003813063	133.1509
174.5	0.0003806147	97.44952
175	0.0003790594	61.6137
175.5	0.0003764096	25.96895
176	0.0003741986	-9.874557
176.5	0.0003722417	-45.69807
177	0.0003710542	-81.40084
177.5	0.0003690389	-117.3686
178	0.0003683168	-152.8965
178.5	0.0003673102	171.1597
179	0.0003646026	135.5816
179.5	0.0003635332	99.84264
180	0.0003608546	64.03279
180.5	0.0003590973	28.42777
181	0.0003582876	-7.373524
181.5	0.0003564084	-43.29686
182	0.000354394	-78.91147
182.5	0.000354435	-114.8373
183	0.0003506019	-150.5989
183.5	0.0003499154	173.6989
184	0.0003484709	138.081
184.5	0.0003468137	102.3359
185	0.0003454893	66.50634
185.5	0.0003425769	30.74805
186	0.0003414306	-4.937271
186.5	0.0003398046	-40.83571
