Source File Name:	1,2,3
Signal:	FFT - Ref1 Voltage - Magnitude

Frequency	Magnitude
[ Hz ]	[ V ]
20	1.642889e-5
20.5	1.576522e-5
21	1.952392e-5
21.5	1.864342e-5
22	1.573081e-5
22.5	1.081293e-5
23	1.130715e-5
23.5	1.287689e-5
24	1.239121e-5
24.5	1.424908e-5
25	1.418439e-5
25.5	1.48454e-5
26	1.449135e-5
26.5	1.586511e-5
27	1.453428e-5
27.5	1.287501e-5
28	1.613627e-5
28.5	1.707367e-5
29	1.743535e-5
29.5	2.127223e-5
30	2.234857e-5
30.5	2.089172e-5
31	1.968474e-5
31.5	2.242657e-5
32	2.014438e-5
32.5	1.991945e-5
33	2.095431e-5
33.5	2.534254e-5
34	2.497763e-5
34.5	2.461005e-5
35	2.659206e-5
35.5	2.421885e-5
36	2.277732e-5
36.5	2.328471e-5
37	2.224128e-5
37.5	1.986866e-5
38	2.205762e-5
38.5	2.015588e-5
39	2.366636e-5
39.5	1.976005e-5
40	2.413519e-5
40.5	2.295489e-5
41	2.071494e-5
41.5	1.89198e-5
42	2.068936e-5
42.5	1.980662e-5
43	2.229851e-5
43.5	2.014142e-5
44	1.846487e-5
44.5	2.511899e-5
45	2.175556e-5
45.5	2.250061e-5
46	1.971035e-5
46.5	2.045287e-5
47	2.049843e-5
47.5	1.874533e-5
48	2.227222e-5
48.5	2.405325e-5
49	2.07938e-5
49.5	2.377835e-5
50	8.30599e-5
50.5	2.138599e-5
51	1.61836e-5
51.5	1.882281e-5
52	1.853158e-5
52.5	1.550213e-5
53	1.520833e-5
53.5	1.667662e-5
54	1.437668e-5
54.5	1.644525e-5
55	1.431501e-5
55.5	1.605784e-5
56	1.136527e-5
56.5	1.084585e-5
57	1.502735e-5
57.5	1.136143e-5
58	1.284091e-5
58.5	1.205862e-5
59	1.464912e-5
59.5	1.28217e-5
60	1.334856e-5
60.5	8.575372e-6
61	1.155481e-5
61.5	1.001134e-5
62	1.362003e-5
62.5	1.113035e-5
63	1.301645e-5
63.5	1.430077e-5
64	1.055267e-5
64.5	1.233833e-5
65	1.289337e-5
65.5	1.219168e-5
66	1.053118e-5
66.5	1.112866e-5
67	9.316669e-6
67.5	9.987012e-6
68	1.1681e-5
68.5	9.787924e-6
69	9.940157e-6
69.5	9.710027e-6
70	9.992275e-6
70.5	6.712619e-6
71	7.635865e-6
71.5	7.971522e-6
72	7.233582e-6
72.5	7.311578e-6
73	8.047899e-6
73.5	1.26727e-5
74	9.759764e-6
74.5	9.6563e-6
75	9.885848e-6
75.5	9.472269e-6
76	8.081373e-6
76.5	7.082954e-6
77	8.863532e-6
77.5	7.844197e-6
78	6.911455e-6
78.5	9.079321e-6
79	9.348071e-6
79.5	7.047251e-6
80	9.627148e-6
80.5	6.721684e-6
81	6.5296e-6
81.5	7.472706e-6
82	6.916634e-6
82.5	6.936192e-6
83	7.987222e-6
83.5	9.56812e-6
84	7.064325e-6
84.5	9.267475e-6
85	7.829732e-6
85.5	6.749466e-6
86	7.771443e-6
86.5	6.508061e-6
87	8.300653e-6
87.5	7.020676e-6
88	7.208474e-6
88.5	7.092915e-6
89	6.650128e-6
89.5	8.229079e-6
90	9.702658e-6
90.5	7.572281e-6
91	5.25691e-6
91.5	7.806995e-6
92	5.299089e-6
92.5	7.330901e-6
93	7.000206e-6
93.5	7.570679e-6
94	8.842956e-6
94.5	6.535511e-6
95	4.959074e-6
95.5	8.281414e-6
96	7.781513e-6
96.5	8.151826e-6
97	7.698799e-6
97.5	7.707816e-6
98	8.536063e-6
98.5	9.451587e-6
99	9.369078e-6
99.5	7.958681e-6
100	7.731821e-6
100.5	7.694855e-6
101	7.440763e-6
101.5	8.707104e-6
102	7.301861e-6
102.5	7.683818e-6
103	9.079795e-6
103.5	1.142472e-5
104	8.231947e-6
104.5	8.663577e-6
105	6.030557e-6
105.5	7.572784e-6
106	7.732973e-6
106.5	9.447649e-6
107	5.626549e-6
