Source File Name:	1,2,0
Signal:	FFT - Ref1 Voltage - Magnitude

Frequency	Magnitude
[ Hz ]	[ V ]
20	1.358043e-5
20.5	1.320916e-5
21	1.300058e-5
21.5	1.303093e-5
22	1.422552e-5
22.5	1.307069e-5
23	1.298028e-5
23.5	1.38137e-5
24	1.374812e-5
24.5	1.22899e-5
25	1.121386e-5
25.5	1.363411e-5
26	1.310872e-5
26.5	1.471832e-5
27	1.689274e-5
27.5	1.523426e-5
28	1.623574e-5
28.5	1.819363e-5
29	1.69079e-5
29.5	1.6984e-5
30	1.809958e-5
30.5	1.784178e-5
31	2.08228e-5
31.5	1.774878e-5
32	2.068916e-5
32.5	1.862053e-5
33	1.859007e-5
33.5	1.992103e-5
34	1.899321e-5
34.5	1.891605e-5
35	1.972696e-5
35.5	2.059993e-5
36	2.283063e-5
36.5	2.048551e-5
37	2.077497e-5
37.5	1.844609e-5
38	1.807984e-5
38.5	1.954921e-5
39	1.964687e-5
39.5	1.944745e-5
40	1.778523e-5
40.5	1.994857e-5
41	1.98404e-5
41.5	1.879049e-5
42	1.945505e-5
42.5	1.922903e-5
43	1.766885e-5
43.5	1.752173e-5
44	1.920184e-5
44.5	1.945424e-5
45	1.731249e-5
45.5	2.292467e-5
46	2.114121e-5
46.5	1.759063e-5
47	1.655296e-5
47.5	1.79203e-5
48	1.582602e-5
48.5	1.413455e-5
49	1.010182e-5
49.5	1.211295e-5
50	4.839094e-5
50.5	9.99596e-6
51	8.057335e-6
51.5	9.032409e-6
52	1.024454e-5
52.5	1.017823e-5
53	1.162002e-5
53.5	1.060016e-5
54	1.102988e-5
54.5	1.527783e-5
55	8.524813e-6
55.5	9.529089e-6
56	1.096164e-5
56.5	1.117828e-5
57	9.656276e-6
57.5	1.043295e-5
58	9.456347e-6
58.5	9.413976e-6
59	8.461296e-6
59.5	1.059678e-5
60	7.915025e-6
60.5	8.896227e-6
61	7.89826e-6
61.5	7.571434e-6
62	6.843981e-6
62.5	6.439938e-6
63	7.734533e-6
63.5	8.205572e-6
64	1.184282e-5
64.5	8.957222e-6
65	7.657241e-6
65.5	7.038689e-6
66	5.339586e-6
66.5	9.237981e-6
67	7.407921e-6
67.5	9.433385e-6
68	8.665047e-6
68.5	7.810517e-6
69	8.011478e-6
69.5	6.202388e-6
70	6.931729e-6
70.5	6.833081e-6
71	6.876374e-6
71.5	5.906809e-6
72	7.533161e-6
72.5	6.782402e-6
73	6.08215e-6
73.5	7.429285e-6
74	6.801791e-6
74.5	6.106102e-6
75	8.664359e-6
75.5	6.916538e-6
76	8.506438e-6
76.5	7.977833e-6
77	8.138003e-6
77.5	7.323594e-6
78	7.491291e-6
78.5	7.499053e-6
79	7.599492e-6
79.5	5.649517e-6
80	7.28229e-6
80.5	8.079194e-6
81	6.678735e-6
81.5	7.413732e-6
82	7.683444e-6
82.5	8.793471e-6
83	7.640517e-6
83.5	8.781776e-6
84	8.582478e-6
84.5	1.029811e-5
85	9.949794e-6
85.5	9.498965e-6
86	1.002301e-5
86.5	9.980717e-6
87	1.094588e-5
87.5	9.355331e-6
88	9.951979e-6
88.5	1.045747e-5
89	8.777524e-6
89.5	9.46281e-6
90	7.95742e-6
90.5	9.070219e-6
91	7.617694e-6
91.5	9.004446e-6
92	1.005072e-5
92.5	5.971297e-6
93	8.02637e-6
93.5	7.201378e-6
94	6.829639e-6
94.5	6.591385e-6
95	6.902288e-6
95.5	7.574346e-6
96	9.797886e-6
96.5	8.384799e-6
97	8.120561e-6
97.5	1.079801e-5
98	8.658428e-6
98.5	8.851412e-6
99	7.893198e-6
99.5	6.602101e-6
100	8.018053e-6
100.5	6.695022e-6
101	5.885714e-6
101.5	6.952415e-6
102	5.286477e-6
102.5	3.953519e-6
103	7.282697e-6
103.5	6.365683e-6
104	5.441441e-6
104.5	7.412458e-6
105	7.432658e-6
105.5	8.497847e-6
106	7.558964e-6
106.5	6.202474e-6
107	6.185334e-6
