Source File Name:	3,1,2
Signal:	FFT - Ref1 Force - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ N ]	[ ° ]
20	9.764158e-5	146.6679
20.5	9.701998e-5	132.3741
21	9.716467e-5	118.0534
21.5	9.699383e-5	103.5161
22	9.701651e-5	89.0797
22.5	9.711233e-5	74.69654
23	9.678749e-5	60.31483
23.5	9.701654e-5	45.873
24	9.72276e-5	31.56516
24.5	9.733826e-5	17.28592
25	9.746508e-5	2.887505
25.5	9.721651e-5	-11.4774
26	9.749388e-5	-25.76579
26.5	9.748637e-5	-39.83435
27	9.7452e-5	-54.12309
27.5	9.746604e-5	-68.62367
28	9.748616e-5	-82.71935
28.5	9.710644e-5	-96.93304
29	9.735437e-5	-111.1424
29.5	9.711034e-5	-125.458
30	9.710092e-5	-139.8609
30.5	9.660349e-5	-154.0536
31	9.64225e-5	-168.5124
31.5	9.643185e-5	177.235
32	9.60572e-5	162.8815
32.5	9.599105e-5	148.4728
33	9.582249e-5	134.1766
33.5	9.550107e-5	119.688
34	9.551091e-5	105.3138
34.5	9.554869e-5	90.82578
35	9.565023e-5	76.58913
35.5	9.545189e-5	62.1414
36	9.536558e-5	47.73397
36.5	9.534572e-5	33.52944
37	9.540726e-5	19.21778
37.5	9.54041e-5	4.781613
38	9.531085e-5	-9.623489
38.5	9.53323e-5	-24.07791
39	9.533565e-5	-38.01596
39.5	9.529503e-5	-52.40643
40	9.511827e-5	-66.70321
40.5	9.508849e-5	-80.86
41	9.491225e-5	-95.18655
41.5	9.478033e-5	-109.4372
42	9.448991e-5	-123.7738
42.5	9.445824e-5	-138.1288
43	9.424816e-5	-152.2401
43.5	9.387657e-5	-166.6451
44	9.35978e-5	178.9808
44.5	9.33979e-5	164.5717
45	9.349369e-5	150.2906
45.5	9.315239e-5	135.8957
46	9.309573e-5	121.4671
46.5	9.313645e-5	107.1167
47	9.281595e-5	92.84594
47.5	9.283426e-5	78.53938
48	9.240063e-5	64.07732
48.5	9.253422e-5	49.78524
49	9.269452e-5	35.29823
49.5	9.262008e-5	21.14018
50	9.243534e-5	6.736532
50.5	9.228651e-5	-7.566688
51	9.216058e-5	-21.88252
51.5	9.231773e-5	-36.14301
52	9.215766e-5	-50.48239
52.5	9.200088e-5	-64.80438
53	9.187244e-5	-79.14188
53.5	9.159501e-5	-93.25449
54	9.161478e-5	-107.6774
54.5	9.131005e-5	-121.9745
55	9.117495e-5	-136.2104
55.5	9.089812e-5	-150.4902
56	9.075877e-5	-164.8494
56.5	9.058981e-5	-179.0992
57	9.036035e-5	166.4921
57.5	9.014851e-5	152.205
58	8.997066e-5	137.7329
58.5	8.960116e-5	123.4713
59	8.946736e-5	109.0662
59.5	8.936735e-5	94.80528
60	8.926231e-5	80.26913
60.5	8.907497e-5	65.9516
61	8.898256e-5	51.56003
61.5	8.88261e-5	37.27923
62	8.882151e-5	22.95302
62.5	8.849918e-5	8.615534
63	8.86844e-5	-5.679456
63.5	8.841742e-5	-20.2237
64	8.860123e-5	-34.37381
64.5	8.782672e-5	-48.65638
65	8.791439e-5	-63.04618
65.5	8.77831e-5	-77.19048
66	8.76975e-5	-91.48922
66.5	8.744269e-5	-105.8012
67	8.744422e-5	-120.1783
67.5	8.716768e-5	-134.4733
68	8.704331e-5	-148.6693
68.5	8.667335e-5	-163.0453
69	8.659773e-5	-177.299
69.5	8.644711e-5	168.354
70	8.60719e-5	154.0319
70.5	8.596345e-5	139.7008
71	8.563165e-5	125.3245
71.5	8.557508e-5	110.9824
72	8.526737e-5	96.76513
72.5	8.499822e-5	82.36472
73	8.502571e-5	68.06161
73.5	8.483141e-5	53.70506
74	8.47913e-5	39.33638
74.5	8.467231e-5	24.94343
75	8.447309e-5	10.61118
75.5	8.428481e-5	-3.680794
76	8.401783e-5	-17.86731
76.5	8.38644e-5	-32.24099
77	8.39092e-5	-46.45968
77.5	8.364397e-5	-60.84061
78	8.357859e-5	-75.0783
78.5	8.315176e-5	-89.38671
79	8.288267e-5	-103.6461
79.5	8.284811e-5	-117.9297
80	8.2673e-5	-132.2204
80.5	8.238768e-5	-146.4313
81	8.220648e-5	-160.9426
81.5	8.189519e-5	-175.1054
82	8.171612e-5	170.4674
82.5	8.125891e-5	156.003
83	8.12189e-5	141.773
83.5	8.102752e-5	127.3454
84	8.085505e-5	113.09
84.5	8.073966e-5	98.75446
85	8.040942e-5	84.38303
85.5	8.03072e-5	70.04704
86	7.996303e-5	55.94859
86.5	7.974078e-5	41.42196
87	7.971367e-5	27.22781
87.5	7.964764e-5	12.82401
88	7.942143e-5	-1.362327
88.5	7.92177e-5	-15.76734
89	7.895032e-5	-30.0482
89.5	7.862259e-5	-44.34668
90	7.878358e-5	-58.66413
90.5	7.858106e-5	-72.99495
91	7.83304e-5	-87.10372
91.5	7.808254e-5	-101.5864
92	7.793491e-5	-115.7407
92.5	7.756273e-5	-130.0261
93	7.730455e-5	-144.4008
93.5	7.705425e-5	-158.5672
94	7.691138e-5	-173.0497
94.5	7.654162e-5	172.7248
95	7.629421e-5	158.4639
95.5	7.620109e-5	144.1068
96	7.571747e-5	129.9155
96.5	7.556837e-5	115.4335
97	7.533337e-5	101.077
97.5	7.529485e-5	86.75133
98	7.497839e-5	72.46021
98.5	7.483545e-5	58.1014
99	7.460971e-5	43.94386
99.5	7.434994e-5	29.53903
100	7.423863e-5	15.17379
100.5	7.413412e-5	0.7110744
101	7.396359e-5	-13.42846
101.5	7.387601e-5	-27.72461
102	7.342819e-5	-41.96016
102.5	7.328475e-5	-56.19234
103	7.30664e-5	-70.5549
103.5	7.282643e-5	-84.78031
104	7.275093e-5	-99.21156
104.5	7.237572e-5	-113.2967
105	7.19012e-5	-127.5248
105.5	7.177637e-5	-141.9022
106	7.149239e-5	-156.1233
106.5	7.12914e-5	-170.5331
107	7.110647e-5	175.1193
107.5	7.082937e-5	160.9439
108	7.053046e-5	146.5615
108.5	7.037225e-5	132.2357
109	7.011367e-5	117.8728
109.5	6.996116e-5	103.6685
110	6.966055e-5	89.1373
110.5	6.951611e-5	74.97795
111	6.925416e-5	60.72303
111.5	6.899198e-5	46.38702
112	6.881578e-5	31.94291
112.5	6.867955e-5	17.62538
113	6.831044e-5	3.46239
113.5	6.825431e-5	-10.92981
114	6.814578e-5	-25.11402
114.5	6.791911e-5	-39.40451
115	6.76577e-5	-53.70921
115.5	6.742594e-5	-67.84328
116	6.71496e-5	-82.05999
116.5	6.684677e-5	-96.44411
117	6.682758e-5	-110.6915
117.5	6.662824e-5	-124.9014
118	6.631207e-5	-139.3319
118.5	6.578391e-5	-153.5367
119	6.568833e-5	-167.8763
119.5	6.549729e-5	177.8915
120	6.5363e-5	163.4998
120.5	6.496331e-5	149.1738
121	6.469216e-5	134.8542
121.5	6.448971e-5	120.6358
122	6.434097e-5	106.2161
122.5	6.403051e-5	91.99968
123	6.380863e-5	77.72864
123.5	6.354195e-5	63.46544
124	6.333866e-5	49.07743
124.5	6.317156e-5	34.74859
125	6.296102e-5	20.42617
125.5	6.277663e-5	6.196743
126	6.263708e-5	-8.167471
126.5	6.229826e-5	-22.42222
127	6.219291e-5	-36.56907
127.5	6.192955e-5	-50.73722
128	6.187931e-5	-65.06077
128.5	6.162754e-5	-79.16853
129	6.094854e-5	-93.61553
129.5	6.078853e-5	-107.9549
130	6.060825e-5	-122.2653
130.5	6.040413e-5	-136.4297
131	6.024478e-5	-150.7148
131.5	5.992842e-5	-164.837
132	5.955003e-5	-179.2578
132.5	5.945696e-5	166.3353
133	5.913623e-5	152.2491
133.5	5.900199e-5	137.8017
134	5.880496e-5	123.607
134.5	5.845189e-5	109.4287
135	5.823626e-5	95.1457
135.5	5.794202e-5	80.82965
136	5.793127e-5	66.47676
136.5	5.754528e-5	52.21195
137	5.743479e-5	38.00277
137.5	5.705882e-5	23.48653
138	5.682641e-5	9.380993
138.5	5.648908e-5	-4.91613
139	5.647059e-5	-19.22524
139.5	5.640606e-5	-33.46191
140	5.615039e-5	-47.63665
140.5	5.586881e-5	-61.76939
141	5.575539e-5	-76.19428
141.5	5.54174e-5	-90.42854
142	5.511642e-5	-104.5872
142.5	5.485124e-5	-118.9161
143	5.468099e-5	-133.1347
143.5	5.433151e-5	-147.3457
144	5.424671e-5	-161.6612
144.5	5.401436e-5	-175.9574
145	5.371968e-5	169.7841
145.5	5.326555e-5	155.5072
146	5.313114e-5	141.362
146.5	5.287478e-5	127.0712
147	5.276627e-5	112.729
147.5	5.260772e-5	98.41242
148	5.231659e-5	84.22363
148.5	5.19674e-5	69.8075
149	5.179777e-5	55.5137
149.5	5.160684e-5	41.3731
150	5.148834e-5	27.15312
150.5	5.114763e-5	12.82395
151	5.08783e-5	-1.428073
151.5	5.065911e-5	-15.81872
152	5.055878e-5	-29.88405
152.5	5.036001e-5	-44.13151
153	5.00368e-5	-58.38587
