Source File Name:	4,2,3
Signal:	FFT - Ref1 Force - Mag. & Phase

Frequency	Magnitude	Phase
[ Hz ]	[ N ]	[ ° ]
20	0.0001166633	153.049
20.5	0.0001164984	138.8743
21	0.0001158087	124.2166
21.5	0.0001163396	110.4576
22	0.0001155995	95.85529
22.5	0.0001161664	81.66758
23	0.000115415	67.34846
23.5	0.0001158473	53.06771
24	0.000115932	39.00851
24.5	0.0001159588	24.67438
25	0.000116047	10.67158
25.5	0.0001161059	-3.648397
26	0.0001163958	-17.64762
26.5	0.0001161888	-31.71303
27	0.0001169609	-46.01604
27.5	0.000116518	-59.85007
28	0.0001167235	-74.08003
28.5	0.0001165555	-88.03685
29	0.0001165442	-102.348
29.5	0.00011666	-116.3188
30	0.0001161288	-130.5042
30.5	0.0001160396	-144.726
31	0.0001158173	-158.7201
31.5	0.0001154699	-172.9634
32	0.0001153747	172.924
32.5	0.0001150266	158.6124
33	0.0001152485	144.452
33.5	0.0001146427	130.2318
34	0.000114637	116.0014
34.5	0.0001144311	101.8002
35	0.0001146732	87.41725
35.5	0.0001143905	73.32146
36	0.0001143702	58.96125
36.5	0.0001146071	44.82099
37	0.0001141997	30.67063
37.5	0.0001146719	16.38893
38	0.0001145937	2.186078
38.5	0.0001143405	-11.99684
39	0.0001146564	-25.93803
39.5	0.0001142282	-40.22583
40	0.0001148988	-54.27404
40.5	0.000114092	-68.43258
41	0.0001143891	-82.58726
41.5	0.0001141156	-96.56861
42	0.0001139939	-110.7853
42.5	0.0001139501	-124.7415
43	0.0001135005	-139.0658
43.5	0.0001137147	-153.1259
44	0.0001130844	-167.2916
44.5	0.00011297	178.541
45	0.0001128456	164.4471
45.5	0.0001125279	150.0161
46	0.0001126019	136.0539
46.5	0.0001120859	121.7229
47	0.0001122396	107.5201
47.5	0.0001119839	93.35158
48	0.0001119288	78.96318
48.5	0.0001121132	64.87446
49	0.0001115106	50.50782
49.5	0.0001118881	36.49403
50	0.000111536	22.27503
50.5	0.0001118727	7.921812
51	0.0001115211	-6.084052
51.5	0.0001115881	-20.40424
52	0.0001115188	-34.27767
52.5	0.0001114232	-48.64272
53	0.0001113928	-62.65415
53.5	0.0001110623	-76.85247
54	0.0001112965	-90.92941
54.5	0.000110823	-104.9659
55	0.0001108597	-119.2878
55.5	0.0001105017	-133.2405
56	0.00011029	-147.4306
56.5	0.0001102025	-161.6579
57	0.0001098427	-175.6934
57.5	0.0001097951	170.0286
58	0.0001095875	155.8706
58.5	0.0001091779	141.6826
59	0.0001091298	127.474
59.5	0.000108822	113.2737
60	0.0001088879	98.94635
60.5	0.0001083023	84.81183
61	0.0001085766	70.654
61.5	0.0001081463	56.44454
62	0.0001082717	42.06743
62.5	0.0001079784	28.07481
63	0.0001079782	13.85088
63.5	0.0001080031	-0.3662077
64	0.0001075862	-14.63362
64.5	0.0001079703	-28.40782
